Sexo;Edad;Sector económico;Periodo;Total
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;73
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;69,1
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;69,1
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;66,4
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;74,2
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;72,3
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;66
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;76,3
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;75,6
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;82,3
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;76,4
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;71,4
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;69
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;66
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T2;59,2
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T1;65,1
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T4;67,4
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T3;78
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T2;70,6
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T1;72,7
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T4;70,8
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T3;74,5
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T2;68,2
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T1;62,3
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T4;73,3
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T3;80,9
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T2;76,5
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T1;72,5
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T4;74,6
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T3;77,8
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T2;75,9
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T1;69,8
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T4;80
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T3;84,2
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T2;78,3
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T1;75,6
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T4;81,3
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T3;81,4
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T2;84,3
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T1;77,2
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T4;83
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T3;80,2
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T2;80,6
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T1;82,8
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T4;79,1
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T3;79,3
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T2;72,8
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T1;71,7
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T4;73,1
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T3;73,3
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T2;74,4
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T1;75,8
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T4;69,7
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T3;69
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T2;71
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T1;67,9
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T4;64,3
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T3;65,2
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T2;61,9
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T1;56
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T4;54,4
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T3;58
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T2;56,2
Mujeres;De 16 a 19 años;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T1;52,7
Mujeres;De 20 a 24 años;Total;2025T4;100
Mujeres;De 20 a 24 años;Total;2025T3;100
Mujeres;De 20 a 24 años;Total;2025T2;100
Mujeres;De 20 a 24 años;Total;2025T1;100
Mujeres;De 20 a 24 años;Total;2024T4;100
Mujeres;De 20 a 24 años;Total;2024T3;100
Mujeres;De 20 a 24 años;Total;2024T2;100
Mujeres;De 20 a 24 años;Total;2024T1;100
Mujeres;De 20 a 24 años;Total;2023T4;100
Mujeres;De 20 a 24 años;Total;2023T3;100
Mujeres;De 20 a 24 años;Total;2023T2;100
Mujeres;De 20 a 24 años;Total;2023T1;100
Mujeres;De 20 a 24 años;Total;2022T4;100
Mujeres;De 20 a 24 años;Total;2022T3;100
Mujeres;De 20 a 24 años;Total;2022T2;100
Mujeres;De 20 a 24 años;Total;2022T1;100
Mujeres;De 20 a 24 años;Total;2021T4;100
Mujeres;De 20 a 24 años;Total;2021T3;100
Mujeres;De 20 a 24 años;Total;2021T2;100
Mujeres;De 20 a 24 años;Total;2021T1;100
Mujeres;De 20 a 24 años;Total;2020T4;100
Mujeres;De 20 a 24 años;Total;2020T3;100
Mujeres;De 20 a 24 años;Total;2020T2;100
Mujeres;De 20 a 24 años;Total;2020T1;100
Mujeres;De 20 a 24 años;Total;2019T4;100
Mujeres;De 20 a 24 años;Total;2019T3;100
Mujeres;De 20 a 24 años;Total;2019T2;100
Mujeres;De 20 a 24 años;Total;2019T1;100
Mujeres;De 20 a 24 años;Total;2018T4;100
Mujeres;De 20 a 24 años;Total;2018T3;100
Mujeres;De 20 a 24 años;Total;2018T2;100
Mujeres;De 20 a 24 años;Total;2018T1;100
Mujeres;De 20 a 24 años;Total;2017T4;100
Mujeres;De 20 a 24 años;Total;2017T3;100
Mujeres;De 20 a 24 años;Total;2017T2;100
Mujeres;De 20 a 24 años;Total;2017T1;100
Mujeres;De 20 a 24 años;Total;2016T4;100
Mujeres;De 20 a 24 años;Total;2016T3;100
Mujeres;De 20 a 24 años;Total;2016T2;100
Mujeres;De 20 a 24 años;Total;2016T1;100
Mujeres;De 20 a 24 años;Total;2015T4;100
Mujeres;De 20 a 24 años;Total;2015T3;100
Mujeres;De 20 a 24 años;Total;2015T2;100
Mujeres;De 20 a 24 años;Total;2015T1;100
Mujeres;De 20 a 24 años;Total;2014T4;100
Mujeres;De 20 a 24 años;Total;2014T3;100
Mujeres;De 20 a 24 años;Total;2014T2;100
Mujeres;De 20 a 24 años;Total;2014T1;100
Mujeres;De 20 a 24 años;Total;2013T4;100
Mujeres;De 20 a 24 años;Total;2013T3;100
Mujeres;De 20 a 24 años;Total;2013T2;100
Mujeres;De 20 a 24 años;Total;2013T1;100
Mujeres;De 20 a 24 años;Total;2012T4;100
Mujeres;De 20 a 24 años;Total;2012T3;100
Mujeres;De 20 a 24 años;Total;2012T2;100
Mujeres;De 20 a 24 años;Total;2012T1;100
Mujeres;De 20 a 24 años;Total;2011T4;100
Mujeres;De 20 a 24 años;Total;2011T3;100
Mujeres;De 20 a 24 años;Total;2011T2;100
Mujeres;De 20 a 24 años;Total;2011T1;100
Mujeres;De 20 a 24 años;Total;2010T4;100
Mujeres;De 20 a 24 años;Total;2010T3;100
Mujeres;De 20 a 24 años;Total;2010T2;100
Mujeres;De 20 a 24 años;Total;2010T1;100
Mujeres;De 20 a 24 años;Total;2009T4;100
Mujeres;De 20 a 24 años;Total;2009T3;100
Mujeres;De 20 a 24 años;Total;2009T2;100
Mujeres;De 20 a 24 años;Total;2009T1;100
Mujeres;De 20 a 24 años;Total;2008T4;100
Mujeres;De 20 a 24 años;Total;2008T3;100
Mujeres;De 20 a 24 años;Total;2008T2;100
Mujeres;De 20 a 24 años;Total;2008T1;100
Mujeres;De 20 a 24 años;Agricultura;2025T4;1,2
Mujeres;De 20 a 24 años;Agricultura;2025T3;2,8
Mujeres;De 20 a 24 años;Agricultura;2025T2;2,5
Mujeres;De 20 a 24 años;Agricultura;2025T1;3,1
Mujeres;De 20 a 24 años;Agricultura;2024T4;2,2
Mujeres;De 20 a 24 años;Agricultura;2024T3;2,2
Mujeres;De 20 a 24 años;Agricultura;2024T2;2
Mujeres;De 20 a 24 años;Agricultura;2024T1;1,6
Mujeres;De 20 a 24 años;Agricultura;2023T4;5,2
Mujeres;De 20 a 24 años;Agricultura;2023T3;2,7
Mujeres;De 20 a 24 años;Agricultura;2023T2;1,5
Mujeres;De 20 a 24 años;Agricultura;2023T1;2,1
Mujeres;De 20 a 24 años;Agricultura;2022T4;2,1
Mujeres;De 20 a 24 años;Agricultura;2022T3;2,8
Mujeres;De 20 a 24 años;Agricultura;2022T2;4,2
Mujeres;De 20 a 24 años;Agricultura;2022T1;3,1
Mujeres;De 20 a 24 años;Agricultura;2021T4;3,2
Mujeres;De 20 a 24 años;Agricultura;2021T3;2
Mujeres;De 20 a 24 años;Agricultura;2021T2;3,6
Mujeres;De 20 a 24 años;Agricultura;2021T1;3,3
Mujeres;De 20 a 24 años;Agricultura;2020T4;2,1
Mujeres;De 20 a 24 años;Agricultura;2020T3;1,6
Mujeres;De 20 a 24 años;Agricultura;2020T2;2,2
Mujeres;De 20 a 24 años;Agricultura;2020T1;1,4
Mujeres;De 20 a 24 años;Agricultura;2019T4;1,3
Mujeres;De 20 a 24 años;Agricultura;2019T3;2,9
Mujeres;De 20 a 24 años;Agricultura;2019T2;2,6
Mujeres;De 20 a 24 años;Agricultura;2019T1;3,1
Mujeres;De 20 a 24 años;Agricultura;2018T4;2,5
Mujeres;De 20 a 24 años;Agricultura;2018T3;3,5
Mujeres;De 20 a 24 años;Agricultura;2018T2;1,9
Mujeres;De 20 a 24 años;Agricultura;2018T1;1,5
Mujeres;De 20 a 24 años;Agricultura;2017T4;2,5
Mujeres;De 20 a 24 años;Agricultura;2017T3;1,9
Mujeres;De 20 a 24 años;Agricultura;2017T2;1,4
Mujeres;De 20 a 24 años;Agricultura;2017T1;0,9
Mujeres;De 20 a 24 años;Agricultura;2016T4;1,4
Mujeres;De 20 a 24 años;Agricultura;2016T3;2,1
Mujeres;De 20 a 24 años;Agricultura;2016T2;2,1
Mujeres;De 20 a 24 años;Agricultura;2016T1;2,8
Mujeres;De 20 a 24 años;Agricultura;2015T4;2,9
Mujeres;De 20 a 24 años;Agricultura;2015T3;2,7
Mujeres;De 20 a 24 años;Agricultura;2015T2;2,8
Mujeres;De 20 a 24 años;Agricultura;2015T1;2,5
Mujeres;De 20 a 24 años;Agricultura;2014T4;3
Mujeres;De 20 a 24 años;Agricultura;2014T3;2,2
Mujeres;De 20 a 24 años;Agricultura;2014T2;1,4
Mujeres;De 20 a 24 años;Agricultura;2014T1;1,8
Mujeres;De 20 a 24 años;Agricultura;2013T4;2,1
Mujeres;De 20 a 24 años;Agricultura;2013T3;2,4
Mujeres;De 20 a 24 años;Agricultura;2013T2;2,6
Mujeres;De 20 a 24 años;Agricultura;2013T1;2,2
Mujeres;De 20 a 24 años;Agricultura;2012T4;1,7
Mujeres;De 20 a 24 años;Agricultura;2012T3;2,3
Mujeres;De 20 a 24 años;Agricultura;2012T2;1,8
Mujeres;De 20 a 24 años;Agricultura;2012T1;1,9
Mujeres;De 20 a 24 años;Agricultura;2011T4;2,1
Mujeres;De 20 a 24 años;Agricultura;2011T3;2,5
Mujeres;De 20 a 24 años;Agricultura;2011T2;2,2
Mujeres;De 20 a 24 años;Agricultura;2011T1;2,3
Mujeres;De 20 a 24 años;Agricultura;2010T4;2,3
Mujeres;De 20 a 24 años;Agricultura;2010T3;2,7
Mujeres;De 20 a 24 años;Agricultura;2010T2;3,5
Mujeres;De 20 a 24 años;Agricultura;2010T1;2,7
Mujeres;De 20 a 24 años;Agricultura;2009T4;1,9
Mujeres;De 20 a 24 años;Agricultura;2009T3;3,1
Mujeres;De 20 a 24 años;Agricultura;2009T2;2,6
Mujeres;De 20 a 24 años;Agricultura;2009T1;2,9
Mujeres;De 20 a 24 años;Agricultura;2008T4;2
Mujeres;De 20 a 24 años;Agricultura;2008T3;2,2
Mujeres;De 20 a 24 años;Agricultura;2008T2;3,5
Mujeres;De 20 a 24 años;Agricultura;2008T1;4,1
Mujeres;De 20 a 24 años;Industria;2025T4;2,5
Mujeres;De 20 a 24 años;Industria;2025T3;2,5
Mujeres;De 20 a 24 años;Industria;2025T2;4,9
Mujeres;De 20 a 24 años;Industria;2025T1;3,8
Mujeres;De 20 a 24 años;Industria;2024T4;3,6
Mujeres;De 20 a 24 años;Industria;2024T3;3,1
Mujeres;De 20 a 24 años;Industria;2024T2;1,7
Mujeres;De 20 a 24 años;Industria;2024T1;1,8
Mujeres;De 20 a 24 años;Industria;2023T4;1,1
Mujeres;De 20 a 24 años;Industria;2023T3;3,2
Mujeres;De 20 a 24 años;Industria;2023T2;2,1
Mujeres;De 20 a 24 años;Industria;2023T1;1,5
Mujeres;De 20 a 24 años;Industria;2022T4;2,3
Mujeres;De 20 a 24 años;Industria;2022T3;2,7
Mujeres;De 20 a 24 años;Industria;2022T2;2,6
Mujeres;De 20 a 24 años;Industria;2022T1;3,2
Mujeres;De 20 a 24 años;Industria;2021T4;2,4
Mujeres;De 20 a 24 años;Industria;2021T3;2,9
Mujeres;De 20 a 24 años;Industria;2021T2;3,2
Mujeres;De 20 a 24 años;Industria;2021T1;2,6
Mujeres;De 20 a 24 años;Industria;2020T4;2,6
Mujeres;De 20 a 24 años;Industria;2020T3;2,2
Mujeres;De 20 a 24 años;Industria;2020T2;3
Mujeres;De 20 a 24 años;Industria;2020T1;2,4
Mujeres;De 20 a 24 años;Industria;2019T4;2,6
Mujeres;De 20 a 24 años;Industria;2019T3;1,5
Mujeres;De 20 a 24 años;Industria;2019T2;2,4
Mujeres;De 20 a 24 años;Industria;2019T1;3,9
Mujeres;De 20 a 24 años;Industria;2018T4;3,2
Mujeres;De 20 a 24 años;Industria;2018T3;2,4
Mujeres;De 20 a 24 años;Industria;2018T2;2,6
Mujeres;De 20 a 24 años;Industria;2018T1;2,2
Mujeres;De 20 a 24 años;Industria;2017T4;1,8
Mujeres;De 20 a 24 años;Industria;2017T3;1,6
Mujeres;De 20 a 24 años;Industria;2017T2;2,6
Mujeres;De 20 a 24 años;Industria;2017T1;2,6
Mujeres;De 20 a 24 años;Industria;2016T4;1,8
Mujeres;De 20 a 24 años;Industria;2016T3;1,8
Mujeres;De 20 a 24 años;Industria;2016T2;1,2
Mujeres;De 20 a 24 años;Industria;2016T1;1,2
Mujeres;De 20 a 24 años;Industria;2015T4;1,3
Mujeres;De 20 a 24 años;Industria;2015T3;1,1
Mujeres;De 20 a 24 años;Industria;2015T2;2
Mujeres;De 20 a 24 años;Industria;2015T1;1,4
Mujeres;De 20 a 24 años;Industria;2014T4;1,2
Mujeres;De 20 a 24 años;Industria;2014T3;1,2
Mujeres;De 20 a 24 años;Industria;2014T2;1,6
Mujeres;De 20 a 24 años;Industria;2014T1;2,5
Mujeres;De 20 a 24 años;Industria;2013T4;2,6
Mujeres;De 20 a 24 años;Industria;2013T3;2,2
Mujeres;De 20 a 24 años;Industria;2013T2;1,9
Mujeres;De 20 a 24 años;Industria;2013T1;1,7
Mujeres;De 20 a 24 años;Industria;2012T4;1,8
Mujeres;De 20 a 24 años;Industria;2012T3;2,5
Mujeres;De 20 a 24 años;Industria;2012T2;2,2
Mujeres;De 20 a 24 años;Industria;2012T1;3,4
Mujeres;De 20 a 24 años;Industria;2011T4;2,5
Mujeres;De 20 a 24 años;Industria;2011T3;2,1
Mujeres;De 20 a 24 años;Industria;2011T2;2,3
Mujeres;De 20 a 24 años;Industria;2011T1;1,8
Mujeres;De 20 a 24 años;Industria;2010T4;2,1
Mujeres;De 20 a 24 años;Industria;2010T3;2,4
Mujeres;De 20 a 24 años;Industria;2010T2;3
Mujeres;De 20 a 24 años;Industria;2010T1;2,1
Mujeres;De 20 a 24 años;Industria;2009T4;3,4
Mujeres;De 20 a 24 años;Industria;2009T3;3,9
Mujeres;De 20 a 24 años;Industria;2009T2;4,7
Mujeres;De 20 a 24 años;Industria;2009T1;4,9
Mujeres;De 20 a 24 años;Industria;2008T4;5,4
Mujeres;De 20 a 24 años;Industria;2008T3;3,6
Mujeres;De 20 a 24 años;Industria;2008T2;5,7
Mujeres;De 20 a 24 años;Industria;2008T1;6,6
Mujeres;De 20 a 24 años;Construcción;2025T4;0,4
Mujeres;De 20 a 24 años;Construcción;2025T3;..
Mujeres;De 20 a 24 años;Construcción;2025T2;0,1
Mujeres;De 20 a 24 años;Construcción;2025T1;0,9
Mujeres;De 20 a 24 años;Construcción;2024T4;..
Mujeres;De 20 a 24 años;Construcción;2024T3;0,3
Mujeres;De 20 a 24 años;Construcción;2024T2;0,2
Mujeres;De 20 a 24 años;Construcción;2024T1;0,8
Mujeres;De 20 a 24 años;Construcción;2023T4;0,7
Mujeres;De 20 a 24 años;Construcción;2023T3;..
Mujeres;De 20 a 24 años;Construcción;2023T2;0,3
Mujeres;De 20 a 24 años;Construcción;2023T1;0,1
Mujeres;De 20 a 24 años;Construcción;2022T4;..
Mujeres;De 20 a 24 años;Construcción;2022T3;..
Mujeres;De 20 a 24 años;Construcción;2022T2;0,2
Mujeres;De 20 a 24 años;Construcción;2022T1;0,3
Mujeres;De 20 a 24 años;Construcción;2021T4;0,3
Mujeres;De 20 a 24 años;Construcción;2021T3;..
Mujeres;De 20 a 24 años;Construcción;2021T2;..
Mujeres;De 20 a 24 años;Construcción;2021T1;..
Mujeres;De 20 a 24 años;Construcción;2020T4;0,5
Mujeres;De 20 a 24 años;Construcción;2020T3;0,2
Mujeres;De 20 a 24 años;Construcción;2020T2;0,1
Mujeres;De 20 a 24 años;Construcción;2020T1;0,1
Mujeres;De 20 a 24 años;Construcción;2019T4;..
Mujeres;De 20 a 24 años;Construcción;2019T3;..
Mujeres;De 20 a 24 años;Construcción;2019T2;..
Mujeres;De 20 a 24 años;Construcción;2019T1;0,1
Mujeres;De 20 a 24 años;Construcción;2018T4;0,3
Mujeres;De 20 a 24 años;Construcción;2018T3;..
Mujeres;De 20 a 24 años;Construcción;2018T2;..
Mujeres;De 20 a 24 años;Construcción;2018T1;0,2
Mujeres;De 20 a 24 años;Construcción;2017T4;0,2
Mujeres;De 20 a 24 años;Construcción;2017T3;0,4
Mujeres;De 20 a 24 años;Construcción;2017T2;..
Mujeres;De 20 a 24 años;Construcción;2017T1;..
Mujeres;De 20 a 24 años;Construcción;2016T4;..
Mujeres;De 20 a 24 años;Construcción;2016T3;0,1
Mujeres;De 20 a 24 años;Construcción;2016T2;0,4
Mujeres;De 20 a 24 años;Construcción;2016T1;..
Mujeres;De 20 a 24 años;Construcción;2015T4;..
Mujeres;De 20 a 24 años;Construcción;2015T3;0
Mujeres;De 20 a 24 años;Construcción;2015T2;..
Mujeres;De 20 a 24 años;Construcción;2015T1;0,1
Mujeres;De 20 a 24 años;Construcción;2014T4;0,2
Mujeres;De 20 a 24 años;Construcción;2014T3;..
Mujeres;De 20 a 24 años;Construcción;2014T2;0
Mujeres;De 20 a 24 años;Construcción;2014T1;0
Mujeres;De 20 a 24 años;Construcción;2013T4;..
Mujeres;De 20 a 24 años;Construcción;2013T3;0,2
Mujeres;De 20 a 24 años;Construcción;2013T2;0
Mujeres;De 20 a 24 años;Construcción;2013T1;0,2
Mujeres;De 20 a 24 años;Construcción;2012T4;..
Mujeres;De 20 a 24 años;Construcción;2012T3;0,1
Mujeres;De 20 a 24 años;Construcción;2012T2;0,2
Mujeres;De 20 a 24 años;Construcción;2012T1;0,4
Mujeres;De 20 a 24 años;Construcción;2011T4;0,3
Mujeres;De 20 a 24 años;Construcción;2011T3;0,6
Mujeres;De 20 a 24 años;Construcción;2011T2;0,5
Mujeres;De 20 a 24 años;Construcción;2011T1;0,4
Mujeres;De 20 a 24 años;Construcción;2010T4;0,6
Mujeres;De 20 a 24 años;Construcción;2010T3;0,4
Mujeres;De 20 a 24 años;Construcción;2010T2;0,6
Mujeres;De 20 a 24 años;Construcción;2010T1;1,1
Mujeres;De 20 a 24 años;Construcción;2009T4;0,9
Mujeres;De 20 a 24 años;Construcción;2009T3;0,5
Mujeres;De 20 a 24 años;Construcción;2009T2;0,5
Mujeres;De 20 a 24 años;Construcción;2009T1;1,1
Mujeres;De 20 a 24 años;Construcción;2008T4;1
Mujeres;De 20 a 24 años;Construcción;2008T3;1,2
Mujeres;De 20 a 24 años;Construcción;2008T2;0,7
Mujeres;De 20 a 24 años;Construcción;2008T1;1,5
Mujeres;De 20 a 24 años;Servicios;2025T4;46,8
Mujeres;De 20 a 24 años;Servicios;2025T3;47,3
Mujeres;De 20 a 24 años;Servicios;2025T2;53,4
Mujeres;De 20 a 24 años;Servicios;2025T1;55
Mujeres;De 20 a 24 años;Servicios;2024T4;51
Mujeres;De 20 a 24 años;Servicios;2024T3;45,7
Mujeres;De 20 a 24 años;Servicios;2024T2;54,3
Mujeres;De 20 a 24 años;Servicios;2024T1;55,2
Mujeres;De 20 a 24 años;Servicios;2023T4;49
Mujeres;De 20 a 24 años;Servicios;2023T3;45,3
Mujeres;De 20 a 24 años;Servicios;2023T2;52,5
Mujeres;De 20 a 24 años;Servicios;2023T1;54,3
Mujeres;De 20 a 24 años;Servicios;2022T4;45,5
Mujeres;De 20 a 24 años;Servicios;2022T3;45,1
Mujeres;De 20 a 24 años;Servicios;2022T2;42,4
Mujeres;De 20 a 24 años;Servicios;2022T1;38,1
Mujeres;De 20 a 24 años;Servicios;2021T4;37,3
Mujeres;De 20 a 24 años;Servicios;2021T3;40,5
Mujeres;De 20 a 24 años;Servicios;2021T2;35,8
Mujeres;De 20 a 24 años;Servicios;2021T1;45,6
Mujeres;De 20 a 24 años;Servicios;2020T4;44
Mujeres;De 20 a 24 años;Servicios;2020T3;51,8
Mujeres;De 20 a 24 años;Servicios;2020T2;61,1
Mujeres;De 20 a 24 años;Servicios;2020T1;54
Mujeres;De 20 a 24 años;Servicios;2019T4;49,3
Mujeres;De 20 a 24 años;Servicios;2019T3;45,4
Mujeres;De 20 a 24 años;Servicios;2019T2;48,1
Mujeres;De 20 a 24 años;Servicios;2019T1;53,8
Mujeres;De 20 a 24 años;Servicios;2018T4;48,4
Mujeres;De 20 a 24 años;Servicios;2018T3;39
Mujeres;De 20 a 24 años;Servicios;2018T2;40,8
Mujeres;De 20 a 24 años;Servicios;2018T1;39,7
Mujeres;De 20 a 24 años;Servicios;2017T4;36,3
Mujeres;De 20 a 24 años;Servicios;2017T3;41,2
Mujeres;De 20 a 24 años;Servicios;2017T2;42,1
Mujeres;De 20 a 24 años;Servicios;2017T1;45
Mujeres;De 20 a 24 años;Servicios;2016T4;43,2
Mujeres;De 20 a 24 años;Servicios;2016T3;36,2
Mujeres;De 20 a 24 años;Servicios;2016T2;41
Mujeres;De 20 a 24 años;Servicios;2016T1;43,4
Mujeres;De 20 a 24 años;Servicios;2015T4;41,5
Mujeres;De 20 a 24 años;Servicios;2015T3;36,2
Mujeres;De 20 a 24 años;Servicios;2015T2;36,5
Mujeres;De 20 a 24 años;Servicios;2015T1;35,4
Mujeres;De 20 a 24 años;Servicios;2014T4;31,7
Mujeres;De 20 a 24 años;Servicios;2014T3;32,3
Mujeres;De 20 a 24 años;Servicios;2014T2;32,9
Mujeres;De 20 a 24 años;Servicios;2014T1;37,9
Mujeres;De 20 a 24 años;Servicios;2013T4;34,4
Mujeres;De 20 a 24 años;Servicios;2013T3;33,2
Mujeres;De 20 a 24 años;Servicios;2013T2;38,5
Mujeres;De 20 a 24 años;Servicios;2013T1;40,3
Mujeres;De 20 a 24 años;Servicios;2012T4;40,2
Mujeres;De 20 a 24 años;Servicios;2012T3;37,7
Mujeres;De 20 a 24 años;Servicios;2012T2;42,7
Mujeres;De 20 a 24 años;Servicios;2012T1;42,1
Mujeres;De 20 a 24 años;Servicios;2011T4;43,2
Mujeres;De 20 a 24 años;Servicios;2011T3;38,9
Mujeres;De 20 a 24 años;Servicios;2011T2;42
Mujeres;De 20 a 24 años;Servicios;2011T1;44
Mujeres;De 20 a 24 años;Servicios;2010T4;42,7
Mujeres;De 20 a 24 años;Servicios;2010T3;44,6
Mujeres;De 20 a 24 años;Servicios;2010T2;44,3
Mujeres;De 20 a 24 años;Servicios;2010T1;46,3
Mujeres;De 20 a 24 años;Servicios;2009T4;47,9
Mujeres;De 20 a 24 años;Servicios;2009T3;52,9
Mujeres;De 20 a 24 años;Servicios;2009T2;54,1
Mujeres;De 20 a 24 años;Servicios;2009T1;54,1
Mujeres;De 20 a 24 años;Servicios;2008T4;54,4
Mujeres;De 20 a 24 años;Servicios;2008T3;56,2
Mujeres;De 20 a 24 años;Servicios;2008T2;58,9
