Número de personas en el hogar;Número de perceptores de ingresos en el hogar;Periodo;Total
Cinco personas;3;2020T2;168,9
Cinco personas;3;2020T1;179,9
Cinco personas;3;2019T4;157,6
Cinco personas;3;2019T3;165,7
Cinco personas;3;2019T2;166,8
Cinco personas;3;2019T1;157,7
Cinco personas;3;2018T4;166,6
Cinco personas;3;2018T3;164,6
Cinco personas;3;2018T2;167,5
Cinco personas;3;2018T1;153,6
Cinco personas;3;2017T4;164,6
Cinco personas;3;2017T3;172,9
Cinco personas;3;2017T2;171
Cinco personas;3;2017T1;152,4
Cinco personas;3;2016T4;151,3
Cinco personas;3;2016T3;139,3
Cinco personas;3;2016T2;138,3
Cinco personas;3;2016T1;140,1
Cinco personas;3;2015T4;147
Cinco personas;3;2015T3;149,3
Cinco personas;3;2015T2;159,2
Cinco personas;3;2015T1;151,8
Cinco personas;3;2014T4;152,6
Cinco personas;3;2014T3;152,6
Cinco personas;3;2014T2;156
Cinco personas;3;2014T1;168,4
Cinco personas;3;2013T4;160,2
Cinco personas;3;2013T3;179,2
Cinco personas;3;2013T2;156
Cinco personas;3;2013T1;177,7
Cinco personas;3;2012T4;171,9
Cinco personas;3;2012T3;184,4
Cinco personas;3;2012T2;186,8
Cinco personas;3;2012T1;179,3
Cinco personas;3;2011T4;171,5
Cinco personas;3;2011T3;191,2
Cinco personas;3;2011T2;197
Cinco personas;3;2011T1;205,6
Cinco personas;3;2010T4;216,7
Cinco personas;3;2010T3;207,4
Cinco personas;3;2010T2;232,7
Cinco personas;3;2010T1;232,1
Cinco personas;3;2009T4;243,1
Cinco personas;3;2009T3;238,7
Cinco personas;3;2009T2;256,1
Cinco personas;3;2009T1;250,2
Cinco personas;3;2008T4;259
Cinco personas;3;2008T3;257,3
Cinco personas;3;2008T2;261
Cinco personas;3;2008T1;267,3
Cinco personas;3;2007T4;287,4
Cinco personas;3;2007T3;287,8
Cinco personas;3;2007T2;295,5
Cinco personas;3;2007T1;284,2
Cinco personas;3;2006T4;304,6
Cinco personas;3;2006T3;288,8
Cinco personas;3;2006T2;285,6
Cinco personas;3;2006T1;298,2
Cinco personas;3;2005T4;279,1
Cinco personas;3;2005T3;303,3
Cinco personas;3;2005T2;297
Cinco personas;3;2005T1;304,6
Cinco personas;3;2004T4;291
Cinco personas;3;2004T3;283,2
Cinco personas;3;2004T2;303,2
Cinco personas;3;2004T1;296,2
Cinco personas;3;2003T4;299,6
Cinco personas;3;2003T3;297,9
Cinco personas;3;2003T2;296,4
Cinco personas;3;2003T1;304,9
Cinco personas;3;2002T4;315,9
Cinco personas;3;2002T3;324,7
Cinco personas;3;2002T2;302,7
Cinco personas;3;2002T1;314,3
Cinco personas;4 y más;2025T4;203,7
Cinco personas;4 y más;2025T3;191,1
Cinco personas;4 y más;2025T2;199,9
Cinco personas;4 y más;2025T1;191,4
Cinco personas;4 y más;2024T4;197,6
Cinco personas;4 y más;2024T3;214,8
Cinco personas;4 y más;2024T2;190,7
Cinco personas;4 y más;2024T1;168,3
Cinco personas;4 y más;2023T4;176
Cinco personas;4 y más;2023T3;191,5
Cinco personas;4 y más;2023T2;170,7
Cinco personas;4 y más;2023T1;163,1
Cinco personas;4 y más;2022T4;154,9
Cinco personas;4 y más;2022T3;176,5
Cinco personas;4 y más;2022T2;169,9
Cinco personas;4 y más;2022T1;146,2
Cinco personas;4 y más;2021T4;157
Cinco personas;4 y más;2021T3;169,2
Cinco personas;4 y más;2021T2;168,3
Cinco personas;4 y más;2021T1;158,7
Cinco personas;4 y más;2020T4;111,9
Cinco personas;4 y más;2020T3;116,4
Cinco personas;4 y más;2020T2;97,6
Cinco personas;4 y más;2020T1;100,9
Cinco personas;4 y más;2019T4;104,8
Cinco personas;4 y más;2019T3;106,1
Cinco personas;4 y más;2019T2;98,5
Cinco personas;4 y más;2019T1;99,5
Cinco personas;4 y más;2018T4;105,3
Cinco personas;4 y más;2018T3;109,5
Cinco personas;4 y más;2018T2;102,7
Cinco personas;4 y más;2018T1;103,5
Cinco personas;4 y más;2017T4;95,3
Cinco personas;4 y más;2017T3;95,1
Cinco personas;4 y más;2017T2;95,2
Cinco personas;4 y más;2017T1;89,8
Cinco personas;4 y más;2016T4;81,6
Cinco personas;4 y más;2016T3;93,5
Cinco personas;4 y más;2016T2;82,1
Cinco personas;4 y más;2016T1;86,2
Cinco personas;4 y más;2015T4;84,2
Cinco personas;4 y más;2015T3;96,6
Cinco personas;4 y más;2015T2;85,8
Cinco personas;4 y más;2015T1;82,3
Cinco personas;4 y más;2014T4;84,3
Cinco personas;4 y más;2014T3;90,8
Cinco personas;4 y más;2014T2;88,2
Cinco personas;4 y más;2014T1;76,9
Cinco personas;4 y más;2013T4;94,9
Cinco personas;4 y más;2013T3;96
Cinco personas;4 y más;2013T2;99,1
Cinco personas;4 y más;2013T1;98,1
Cinco personas;4 y más;2012T4;98,5
Cinco personas;4 y más;2012T3;109,8
Cinco personas;4 y más;2012T2;113,9
Cinco personas;4 y más;2012T1;114,1
Cinco personas;4 y más;2011T4;119,9
Cinco personas;4 y más;2011T3;124,5
Cinco personas;4 y más;2011T2;130,4
Cinco personas;4 y más;2011T1;127
Cinco personas;4 y más;2010T4;141
Cinco personas;4 y más;2010T3;167,5
Cinco personas;4 y más;2010T2;154,3
Cinco personas;4 y más;2010T1;168,1
Cinco personas;4 y más;2009T4;173,2
Cinco personas;4 y más;2009T3;189,8
Cinco personas;4 y más;2009T2;198,3
Cinco personas;4 y más;2009T1;208,4
Cinco personas;4 y más;2008T4;228,6
Cinco personas;4 y más;2008T3;247
Cinco personas;4 y más;2008T2;257,2
Cinco personas;4 y más;2008T1;254,6
Cinco personas;4 y más;2007T4;242,1
Cinco personas;4 y más;2007T3;256,5
Cinco personas;4 y más;2007T2;258,6
Cinco personas;4 y más;2007T1;261,4
Cinco personas;4 y más;2006T4;249,8
Cinco personas;4 y más;2006T3;256,3
Cinco personas;4 y más;2006T2;269,4
Cinco personas;4 y más;2006T1;256,9
Cinco personas;4 y más;2005T4;260,3
Cinco personas;4 y más;2005T3;270,5
Cinco personas;4 y más;2005T2;270,3
Cinco personas;4 y más;2005T1;250,2
Cinco personas;4 y más;2004T4;236,2
Cinco personas;4 y más;2004T3;241,3
Cinco personas;4 y más;2004T2;244,4
Cinco personas;4 y más;2004T1;246,6
Cinco personas;4 y más;2003T4;249,9
Cinco personas;4 y más;2003T3;254,8
Cinco personas;4 y más;2003T2;249
Cinco personas;4 y más;2003T1;234,8
Cinco personas;4 y más;2002T4;223,7
Cinco personas;4 y más;2002T3;229,7
Cinco personas;4 y más;2002T2;238,8
Cinco personas;4 y más;2002T1;231,3
Seis personas;Total;2025T4;333,6
Seis personas;Total;2025T3;327,2
Seis personas;Total;2025T2;321,6
Seis personas;Total;2025T1;319,2
Seis personas;Total;2024T4;318,3
Seis personas;Total;2024T3;325,2
Seis personas;Total;2024T2;322,8
Seis personas;Total;2024T1;331,8
Seis personas;Total;2023T4;339,2
Seis personas;Total;2023T3;312,2
Seis personas;Total;2023T2;320,3
Seis personas;Total;2023T1;295,5
Seis personas;Total;2022T4;295,1
Seis personas;Total;2022T3;290,3
Seis personas;Total;2022T2;271,7
Seis personas;Total;2022T1;284,6
Seis personas;Total;2021T4;282,7
Seis personas;Total;2021T3;286,6
Seis personas;Total;2021T2;280,3
Seis personas;Total;2021T1;302,4
Seis personas;Total;2020T4;212
Seis personas;Total;2020T3;218,7
Seis personas;Total;2020T2;222,2
Seis personas;Total;2020T1;213,8
Seis personas;Total;2019T4;224
Seis personas;Total;2019T3;225,9
Seis personas;Total;2019T2;225,1
Seis personas;Total;2019T1;211,1
Seis personas;Total;2018T4;206,8
Seis personas;Total;2018T3;191,1
Seis personas;Total;2018T2;196,2
Seis personas;Total;2018T1;184
Seis personas;Total;2017T4;186,4
Seis personas;Total;2017T3;193,6
Seis personas;Total;2017T2;192,9
Seis personas;Total;2017T1;190,8
Seis personas;Total;2016T4;197,3
Seis personas;Total;2016T3;207,5
Seis personas;Total;2016T2;213,2
Seis personas;Total;2016T1;202,3
Seis personas;Total;2015T4;198,9
Seis personas;Total;2015T3;196,7
Seis personas;Total;2015T2;199,9
Seis personas;Total;2015T1;202
Seis personas;Total;2014T4;200,8
Seis personas;Total;2014T3;207,8
Seis personas;Total;2014T2;201,8
Seis personas;Total;2014T1;203
Seis personas;Total;2013T4;209,8
Seis personas;Total;2013T3;212,2
Seis personas;Total;2013T2;219,4
Seis personas;Total;2013T1;226,9
Seis personas;Total;2012T4;231,6
Seis personas;Total;2012T3;227,5
Seis personas;Total;2012T2;240,5
Seis personas;Total;2012T1;246,3
Seis personas;Total;2011T4;246,2
Seis personas;Total;2011T3;244,8
Seis personas;Total;2011T2;260,6
Seis personas;Total;2011T1;264,8
Seis personas;Total;2010T4;264,2
Seis personas;Total;2010T3;254,7
Seis personas;Total;2010T2;248,7
Seis personas;Total;2010T1;253,9
Seis personas;Total;2009T4;267,1
Seis personas;Total;2009T3;263,2
Seis personas;Total;2009T2;271,2
Seis personas;Total;2009T1;270,5
Seis personas;Total;2008T4;272,6
Seis personas;Total;2008T3;280
Seis personas;Total;2008T2;281,9
Seis personas;Total;2008T1;294,3
Seis personas;Total;2007T4;306,9
Seis personas;Total;2007T3;309,3
Seis personas;Total;2007T2;298,8
Seis personas;Total;2007T1;307,4
Seis personas;Total;2006T4;323,3
Seis personas;Total;2006T3;320,1
Seis personas;Total;2006T2;308,8
Seis personas;Total;2006T1;320,2
Seis personas;Total;2005T4;339,1
Seis personas;Total;2005T3;308
Seis personas;Total;2005T2;305,3
Seis personas;Total;2005T1;322
Seis personas;Total;2004T4;328,3
Seis personas;Total;2004T3;330,6
Seis personas;Total;2004T2;329,6
Seis personas;Total;2004T1;334,9
Seis personas;Total;2003T4;331,3
Seis personas;Total;2003T3;337,3
Seis personas;Total;2003T2;349,7
Seis personas;Total;2003T1;339,8
Seis personas;Total;2002T4;340,2
Seis personas;Total;2002T3;359,5
Seis personas;Total;2002T2;358,1
Seis personas;Total;2002T1;360
Seis personas;0;2025T4;4,4
Seis personas;0;2025T3;4,5
Seis personas;0;2025T2;4,6
Seis personas;0;2025T1;6,1
Seis personas;0;2024T4;6,8
Seis personas;0;2024T3;14,4
Seis personas;0;2024T2;6,1
Seis personas;0;2024T1;10,6
Seis personas;0;2023T4;8
Seis personas;0;2023T3;6,9
Seis personas;0;2023T2;9,4
Seis personas;0;2023T1;9,1
Seis personas;0;2022T4;6,9
Seis personas;0;2022T3;6,9
Seis personas;0;2022T2;7,7
Seis personas;0;2022T1;11,3
Seis personas;0;2021T4;3,4
Seis personas;0;2021T3;8,7
Seis personas;0;2021T2;10,1
Seis personas;0;2021T1;8,2
Seis personas;0;2020T4;6,1
Seis personas;0;2020T3;6,3
Seis personas;0;2020T2;8,4
Seis personas;0;2020T1;6,3
Seis personas;0;2019T4;3,2
Seis personas;0;2019T3;6,5
Seis personas;0;2019T2;8,2
Seis personas;0;2019T1;5,7
Seis personas;0;2018T4;6,9
Seis personas;0;2018T3;8,6
Seis personas;0;2018T2;7,8
Seis personas;0;2018T1;5,4
Seis personas;0;2017T4;5,1
Seis personas;0;2017T3;7,2
Seis personas;0;2017T2;5,9
Seis personas;0;2017T1;9,8
Seis personas;0;2016T4;10
Seis personas;0;2016T3;7,9
Seis personas;0;2016T2;8,5
Seis personas;0;2016T1;8,4
Seis personas;0;2015T4;7,9
Seis personas;0;2015T3;8,8
Seis personas;0;2015T2;13
Seis personas;0;2015T1;10,8
Seis personas;0;2014T4;8,7
Seis personas;0;2014T3;8,7
Seis personas;0;2014T2;6,7
Seis personas;0;2014T1;8,8
Seis personas;0;2013T4;8,7
Seis personas;0;2013T3;13
Seis personas;0;2013T2;9,2
Seis personas;0;2013T1;14
Seis personas;0;2012T4;7,7
Seis personas;0;2012T3;9,8
Seis personas;0;2012T2;7,5
Seis personas;0;2012T1;10,4
Seis personas;0;2011T4;11,7
Seis personas;0;2011T3;7,4
Seis personas;0;2011T2;9,5
Seis personas;0;2011T1;8,2
Seis personas;0;2010T4;4,4
Seis personas;0;2010T3;6,2
Seis personas;0;2010T2;6,4
Seis personas;0;2010T1;6,7
Seis personas;0;2009T4;6,9
Seis personas;0;2009T3;3
Seis personas;0;2009T2;6,4
Seis personas;0;2009T1;5,6
Seis personas;0;2008T4;4,4
Seis personas;0;2008T3;4,2
Seis personas;0;2008T2;2,4
Seis personas;0;2008T1;1,4
Seis personas;0;2007T4;3,9
Seis personas;0;2007T3;3,6
Seis personas;0;2007T2;1,5
Seis personas;0;2007T1;5,8
Seis personas;0;2006T4;6,3
Seis personas;0;2006T3;2,3
Seis personas;0;2006T2;1,1
Seis personas;0;2006T1;1,3
Seis personas;0;2005T4;1,7
Seis personas;0;2005T3;1
Seis personas;0;2005T2;2,5
Seis personas;0;2005T1;2,6
Seis personas;0;2004T4;4,5
Seis personas;0;2004T3;4,2
Seis personas;0;2004T2;4,8
Seis personas;0;2004T1;4,4
Seis personas;0;2003T4;4,2
Seis personas;0;2003T3;2,1
Seis personas;0;2003T2;1,2
Seis personas;0;2003T1;2,2
Seis personas;0;2002T4;3,3
Seis personas;0;2002T3;6,4
Seis personas;0;2002T2;4,1
Seis personas;0;2002T1;5
Seis personas;1;2025T4;57,4
Seis personas;1;2025T3;56
Seis personas;1;2025T2;68,9
Seis personas;1;2025T1;53,8
Seis personas;1;2024T4;56
Seis personas;1;2024T3;46,9
Seis personas;1;2024T2;67,8
Seis personas;1;2024T1;62,6
Seis personas;1;2023T4;62,4
Seis personas;1;2023T3;62,3
Seis personas;1;2023T2;63
Seis personas;1;2023T1;58,3
Seis personas;1;2022T4;63
Seis personas;1;2022T3;51,7
Seis personas;1;2022T2;51,5
Seis personas;1;2022T1;50,4
Seis personas;1;2021T4;49,7
Seis personas;1;2021T3;57,2
Seis personas;1;2021T2;48,2
Seis personas;1;2021T1;54,4
Seis personas;1;2020T4;40,4
Seis personas;1;2020T3;43,4
Seis personas;1;2020T2;51,7
Seis personas;1;2020T1;47,8
Seis personas;1;2019T4;45,7
Seis personas;1;2019T3;47,5
Seis personas;1;2019T2;46,7
Seis personas;1;2019T1;52,6
Seis personas;1;2018T4;45,1
Seis personas;1;2018T3;37,2
Seis personas;1;2018T2;40,3
Seis personas;1;2018T1;42,4
Seis personas;1;2017T4;40,7
Seis personas;1;2017T3;43,2
Seis personas;1;2017T2;40,1
Seis personas;1;2017T1;37,5
Seis personas;1;2016T4;37,1
Seis personas;1;2016T3;43,7
Seis personas;1;2016T2;47,1
Seis personas;1;2016T1;46,3
Seis personas;1;2015T4;43,9
Seis personas;1;2015T3;44,1
Seis personas;1;2015T2;38
Seis personas;1;2015T1;42,2
Seis personas;1;2014T4;38,9
Seis personas;1;2014T3;40,8
Seis personas;1;2014T2;39,7
Seis personas;1;2014T1;44,6
Seis personas;1;2013T4;45,4
Seis personas;1;2013T3;42,4
Seis personas;1;2013T2;48,4
Seis personas;1;2013T1;42,5
Seis personas;1;2012T4;43
Seis personas;1;2012T3;42,9
Seis personas;1;2012T2;46,3
Seis personas;1;2012T1;47,4
Seis personas;1;2011T4;41,3
Seis personas;1;2011T3;42,1
Seis personas;1;2011T2;42,5
Seis personas;1;2011T1;39,8
Seis personas;1;2010T4;39,4
Seis personas;1;2010T3;34,9
Seis personas;1;2010T2;32,7
Seis personas;1;2010T1;35,2
Seis personas;1;2009T4;45,8
Seis personas;1;2009T3;37,9
Seis personas;1;2009T2;36,3
Seis personas;1;2009T1;33,1
Seis personas;1;2008T4;31,3
Seis personas;1;2008T3;35,3
Seis personas;1;2008T2;35,1
Seis personas;1;2008T1;31,9
Seis personas;1;2007T4;37,1
Seis personas;1;2007T3;35,1
Seis personas;1;2007T2;35,7
Seis personas;1;2007T1;31,9
Seis personas;1;2006T4;41
Seis personas;1;2006T3;27,4
Seis personas;1;2006T2;30,2
Seis personas;1;2006T1;39,9
Seis personas;1;2005T4;34
Seis personas;1;2005T3;38
Seis personas;1;2005T2;23,2
Seis personas;1;2005T1;24,3
Seis personas;1;2004T4;32,2
Seis personas;1;2004T3;35,7
Seis personas;1;2004T2;47,3
Seis personas;1;2004T1;40,9
Seis personas;1;2003T4;45,2
Seis personas;1;2003T3;40,8
Seis personas;1;2003T2;46,9
Seis personas;1;2003T1;42,1
Seis personas;1;2002T4;41,6
Seis personas;1;2002T3;38,4
Seis personas;1;2002T2;45,5
Seis personas;1;2002T1;49,6
Seis personas;2;2025T4;93,5
Seis personas;2;2025T3;85,5
Seis personas;2;2025T2;82,9
Seis personas;2;2025T1;90,4
Seis personas;2;2024T4;88,8
Seis personas;2;2024T3;93,7
Seis personas;2;2024T2;95,5
Seis personas;2;2024T1;91,8
Seis personas;2;2023T4;92,1
Seis personas;2;2023T3;78,7
Seis personas;2;2023T2;88,1
Seis personas;2;2023T1;79,3
Seis personas;2;2022T4;85,7
Seis personas;2;2022T3;92
Seis personas;2;2022T2;81,9
Seis personas;2;2022T1;76,3
Seis personas;2;2021T4;81,2
Seis personas;2;2021T3;70,4
Seis personas;2;2021T2;67,9
Seis personas;2;2021T1;78,6
Seis personas;2;2020T4;64,7
Seis personas;2;2020T3;66,8
Seis personas;2;2020T2;65,4
Seis personas;2;2020T1;65,9
Seis personas;2;2019T4;60,9
Seis personas;2;2019T3;55,9
Seis personas;2;2019T2;63,8
Seis personas;2;2019T1;55,2
Seis personas;2;2018T4;63,6
Seis personas;2;2018T3;55,5
Seis personas;2;2018T2;57,2
Seis personas;2;2018T1;51,2
Seis personas;2;2017T4;55,3
Seis personas;2;2017T3;48,5
Seis personas;2;2017T2;57,9
Seis personas;2;2017T1;54,1
Seis personas;2;2016T4;54,7
Seis personas;2;2016T3;60,5
Seis personas;2;2016T2;66
Seis personas;2;2016T1;61,8
Seis personas;2;2015T4;62,2
Seis personas;2;2015T3;49,9
Seis personas;2;2015T2;55
Seis personas;2;2015T1;53,8
Seis personas;2;2014T4;56,2
Seis personas;2;2014T3;57,9
Seis personas;2;2014T2;59,9
Seis personas;2;2014T1;57,2
Seis personas;2;2013T4;63,1
Seis personas;2;2013T3;58,9
Seis personas;2;2013T2;71,1
Seis personas;2;2013T1;61,1
Seis personas;2;2012T4;64,4
Seis personas;2;2012T3;53,4
Seis personas;2;2012T2;56,1
Seis personas;2;2012T1;61,5
Seis personas;2;2011T4;61,6
Seis personas;2;2011T3;61,6
Seis personas;2;2011T2;71,4
Seis personas;2;2011T1;70,3
Seis personas;2;2010T4;69,3
Seis personas;2;2010T3;54,4
Seis personas;2;2010T2;63,7
Seis personas;2;2010T1;58,5
Seis personas;2;2009T4;57,4
Seis personas;2;2009T3;59,6
Seis personas;2;2009T2;61,6
Seis personas;2;2009T1;67,2
Seis personas;2;2008T4;57,4
Seis personas;2;2008T3;55
Seis personas;2;2008T2;59,2
Seis personas;2;2008T1;67,6
Seis personas;2;2007T4;57,4
Seis personas;2;2007T3;59,3
Seis personas;2;2007T2;66,1
Seis personas;2;2007T1;68
Seis personas;2;2006T4;74,1
Seis personas;2;2006T3;74,5
Seis personas;2;2006T2;74,6
Seis personas;2;2006T1;76,7
Seis personas;2;2005T4;85,8
Seis personas;2;2005T3;60,5
Seis personas;2;2005T2;73,1
Seis personas;2;2005T1;76
Seis personas;2;2004T4;74,3
Seis personas;2;2004T3;77,9
Seis personas;2;2004T2;76,1
Seis personas;2;2004T1;77,3
Seis personas;2;2003T4;68,6
Seis personas;2;2003T3;79
Seis personas;2;2003T2;84,2
Seis personas;2;2003T1;84,3
Seis personas;2;2002T4;84,5
Seis personas;2;2002T3;85,6
Seis personas;2;2002T2;81,4
Seis personas;2;2002T1;78,6
Seis personas;3;2025T4;95,1
Seis personas;3;2025T3;96,6
Seis personas;3;2025T2;80
Seis personas;3;2025T1;80
Seis personas;3;2024T4;81,5
Seis personas;3;2024T3;77,9
Seis personas;3;2024T2;70,8
Seis personas;3;2024T1;66,1
Seis personas;3;2023T4;87,2
Seis personas;3;2023T3;88,7
Seis personas;3;2023T2;84
Seis personas;3;2023T1;80,7
Seis personas;3;2022T4;66,8
Seis personas;3;2022T3;66,5
Seis personas;3;2022T2;62,5
Seis personas;3;2022T1;70,1
Seis personas;3;2021T4;61
Seis personas;3;2021T3;54,9
Seis personas;3;2021T2;62
Seis personas;3;2021T1;76,2
Seis personas;3;2020T4;40,7
Seis personas;3;2020T3;37,9
Seis personas;3;2020T2;37,9
Seis personas;3;2020T1;41
Seis personas;3;2019T4;56,6
Seis personas;3;2019T3;55,6
Seis personas;3;2019T2;53,8
Seis personas;3;2019T1;49,6
Seis personas;3;2018T4;45,1
Seis personas;3;2018T3;45,7
Seis personas;3;2018T2;49,6
Seis personas;3;2018T1;46,6
Seis personas;3;2017T4;43,3
Seis personas;3;2017T3;49,3
Seis personas;3;2017T2;46,9
Seis personas;3;2017T1;46,5
Seis personas;3;2016T4;52,1
Seis personas;3;2016T3;46,3
Seis personas;3;2016T2;46,2
Seis personas;3;2016T1;44,1
Seis personas;3;2015T4;41,2
Seis personas;3;2015T3;47,4
Seis personas;3;2015T2;49,3
Seis personas;3;2015T1;48,9
Seis personas;3;2014T4;54,8
Seis personas;3;2014T3;53,9
Seis personas;3;2014T2;49,2
Seis personas;3;2014T1;50,3
Seis personas;3;2013T4;45,5
Seis personas;3;2013T3;49,7
Seis personas;3;2013T2;44,6
Seis personas;3;2013T1;64,8
Seis personas;3;2012T4;65,4
Seis personas;3;2012T3;64,1
Seis personas;3;2012T2;68,5
Seis personas;3;2012T1;62,4
Seis personas;3;2011T4;65,9
Seis personas;3;2011T3;60,9
Seis personas;3;2011T2;63,3
Seis personas;3;2011T1;67
Seis personas;3;2010T4;73
Seis personas;3;2010T3;69,8
Seis personas;3;2010T2;67,5
Seis personas;3;2010T1;74,4
Seis personas;3;2009T4;72,5
Seis personas;3;2009T3;71,8
Seis personas;3;2009T2;72,5
Seis personas;3;2009T1;71,8
Seis personas;3;2008T4;85,2
Seis personas;3;2008T3;79,3
Seis personas;3;2008T2;84,7
Seis personas;3;2008T1;84,3
Seis personas;3;2007T4;86,3
Seis personas;3;2007T3;82,1
Seis personas;3;2007T2;75,8
Seis personas;3;2007T1;91,1
Seis personas;3;2006T4;82,9
Seis personas;3;2006T3;79,9
Seis personas;3;2006T2;83,6
Seis personas;3;2006T1;87,9
Seis personas;3;2005T4;77
Seis personas;3;2005T3;79,5
Seis personas;3;2005T2;87,2
Seis personas;3;2005T1;96,6
Seis personas;3;2004T4;94,2
Seis personas;3;2004T3;89,7
Seis personas;3;2004T2;86,9
Seis personas;3;2004T1;88,8
Seis personas;3;2003T4;85,1
Seis personas;3;2003T3;85,9
Seis personas;3;2003T2;91,7
Seis personas;3;2003T1;87,1
Seis personas;3;2002T4;90,2
Seis personas;3;2002T3;92,9
Seis personas;3;2002T2;102,4
Seis personas;3;2002T1;100,5
Seis personas;4 y más;2025T4;83,2
Seis personas;4 y más;2025T3;84,6
Seis personas;4 y más;2025T2;85,2
Seis personas;4 y más;2025T1;88,8
Seis personas;4 y más;2024T4;85,3
Seis personas;4 y más;2024T3;92,2
Seis personas;4 y más;2024T2;82,6
Seis personas;4 y más;2024T1;100,7
Seis personas;4 y más;2023T4;89,5
Seis personas;4 y más;2023T3;75,7
Seis personas;4 y más;2023T2;75,8
Seis personas;4 y más;2023T1;68
Seis personas;4 y más;2022T4;72,7
Seis personas;4 y más;2022T3;73,1
Seis personas;4 y más;2022T2;68
Seis personas;4 y más;2022T1;76,5
Seis personas;4 y más;2021T4;87,4
Seis personas;4 y más;2021T3;95,4
Seis personas;4 y más;2021T2;92,1
Seis personas;4 y más;2021T1;85
Seis personas;4 y más;2020T4;60
Seis personas;4 y más;2020T3;64,3
Seis personas;4 y más;2020T2;58,8
Seis personas;4 y más;2020T1;52,8
Seis personas;4 y más;2019T4;57,6
Seis personas;4 y más;2019T3;60,4
Seis personas;4 y más;2019T2;52,6
Seis personas;4 y más;2019T1;48
Seis personas;4 y más;2018T4;46,2
Seis personas;4 y más;2018T3;44,1
Seis personas;4 y más;2018T2;41,4
Seis personas;4 y más;2018T1;38,5
Seis personas;4 y más;2017T4;42
Seis personas;4 y más;2017T3;45,4
Seis personas;4 y más;2017T2;42,1
Seis personas;4 y más;2017T1;42,9
Seis personas;4 y más;2016T4;43,5
Seis personas;4 y más;2016T3;49,1
Seis personas;4 y más;2016T2;45,4
Seis personas;4 y más;2016T1;41,8
Seis personas;4 y más;2015T4;43,7
Seis personas;4 y más;2015T3;46,4
Seis personas;4 y más;2015T2;44,5
Seis personas;4 y más;2015T1;46,4
Seis personas;4 y más;2014T4;42,2
Seis personas;4 y más;2014T3;46,5
Seis personas;4 y más;2014T2;46,3
Seis personas;4 y más;2014T1;42,1
Seis personas;4 y más;2013T4;47,1
Seis personas;4 y más;2013T3;48,1
Seis personas;4 y más;2013T2;46,1
Seis personas;4 y más;2013T1;44,4
Seis personas;4 y más;2012T4;51
Seis personas;4 y más;2012T3;57,3
Seis personas;4 y más;2012T2;62,1
Seis personas;4 y más;2012T1;64,6
Seis personas;4 y más;2011T4;65,8
Seis personas;4 y más;2011T3;72,9
Seis personas;4 y más;2011T2;73,9
Seis personas;4 y más;2011T1;79,5
Seis personas;4 y más;2010T4;78
Seis personas;4 y más;2010T3;89,3
Seis personas;4 y más;2010T2;78,4
Seis personas;4 y más;2010T1;79
Seis personas;4 y más;2009T4;84,6
Seis personas;4 y más;2009T3;90,8
Seis personas;4 y más;2009T2;94,4
Seis personas;4 y más;2009T1;92,7
Seis personas;4 y más;2008T4;94,3
Seis personas;4 y más;2008T3;106,2
Seis personas;4 y más;2008T2;100,6
Seis personas;4 y más;2008T1;109,1
Seis personas;4 y más;2007T4;122,2
Seis personas;4 y más;2007T3;129,2
Seis personas;4 y más;2007T2;119,7
Seis personas;4 y más;2007T1;110,7
Seis personas;4 y más;2006T4;119
Seis personas;4 y más;2006T3;136,1
Seis personas;4 y más;2006T2;119,3
Seis personas;4 y más;2006T1;114,4
Seis personas;4 y más;2005T4;140,6
Seis personas;4 y más;2005T3;128,9
Seis personas;4 y más;2005T2;119,4
Seis personas;4 y más;2005T1;122,6
Seis personas;4 y más;2004T4;123,2
Seis personas;4 y más;2004T3;123,1
Seis personas;4 y más;2004T2;114,4
Seis personas;4 y más;2004T1;123,5
Seis personas;4 y más;2003T4;128,3
Seis personas;4 y más;2003T3;129,5
Seis personas;4 y más;2003T2;125,7
Seis personas;4 y más;2003T1;124,2
Seis personas;4 y más;2002T4;120,6
Seis personas;4 y más;2002T3;136,2
Seis personas;4 y más;2002T2;124,6
Seis personas;4 y más;2002T1;126,3
Siete personas;Total;2025T4;93,1
Siete personas;Total;2025T3;104,5
Siete personas;Total;2025T2;93,3
Siete personas;Total;2025T1;103,4
Siete personas;Total;2024T4;106,9
Siete personas;Total;2024T3;101,6
Siete personas;Total;2024T2;95,5
Siete personas;Total;2024T1;88,1
Siete personas;Total;2023T4;86,7
Siete personas;Total;2023T3;93,5
Siete personas;Total;2023T2;83,3
Siete personas;Total;2023T1;87
Siete personas;Total;2022T4;83,6
Siete personas;Total;2022T3;74,4
Siete personas;Total;2022T2;81,3
Siete personas;Total;2022T1;86,7
Siete personas;Total;2021T4;75,6
Siete personas;Total;2021T3;89,1
Siete personas;Total;2021T2;81,6
Siete personas;Total;2021T1;88,8
Siete personas;Total;2020T4;65,6
Siete personas;Total;2020T3;56,6
Siete personas;Total;2020T2;60,9
Siete personas;Total;2020T1;62,5
Siete personas;Total;2019T4;61
Siete personas;Total;2019T3;65,6
Siete personas;Total;2019T2;62,8
Siete personas;Total;2019T1;59,3
Siete personas;Total;2018T4;61,9
Siete personas;Total;2018T3;64
Siete personas;Total;2018T2;62,1
Siete personas;Total;2018T1;65,7
