Sexo;Motivo de no buscar empleo;Edad;Periodo;Total
Mujeres;Total;De 50 a 54 años;2012T4;476,9
Mujeres;Total;De 50 a 54 años;2012T3;488,3
Mujeres;Total;De 50 a 54 años;2012T2;493
Mujeres;Total;De 50 a 54 años;2012T1;474,5
Mujeres;Total;De 50 a 54 años;2011T4;507,7
Mujeres;Total;De 50 a 54 años;2011T3;509,7
Mujeres;Total;De 50 a 54 años;2011T2;501
Mujeres;Total;De 50 a 54 años;2011T1;514,5
Mujeres;Total;De 50 a 54 años;2010T4;509,6
Mujeres;Total;De 50 a 54 años;2010T3;525,3
Mujeres;Total;De 50 a 54 años;2010T2;517,3
Mujeres;Total;De 50 a 54 años;2010T1;526,1
Mujeres;Total;De 50 a 54 años;2009T4;541,4
Mujeres;Total;De 50 a 54 años;2009T3;567,8
Mujeres;Total;De 50 a 54 años;2009T2;564,2
Mujeres;Total;De 50 a 54 años;2009T1;561,9
Mujeres;Total;De 50 a 54 años;2008T4;557,8
Mujeres;Total;De 50 a 54 años;2008T3;585,6
Mujeres;Total;De 50 a 54 años;2008T2;570,3
Mujeres;Total;De 50 a 54 años;2008T1;572,3
Mujeres;Total;De 50 a 54 años;2007T4;573,5
Mujeres;Total;De 50 a 54 años;2007T3;571,8
Mujeres;Total;De 50 a 54 años;2007T2;589,7
Mujeres;Total;De 50 a 54 años;2007T1;595
Mujeres;Total;De 50 a 54 años;2006T4;599,1
Mujeres;Total;De 50 a 54 años;2006T3;612,4
Mujeres;Total;De 50 a 54 años;2006T2;602,6
Mujeres;Total;De 50 a 54 años;2006T1;614,3
Mujeres;Total;De 50 a 54 años;2005T4;623
Mujeres;Total;De 50 a 54 años;2005T3;630,2
Mujeres;Total;De 50 a 54 años;2005T2;624,3
Mujeres;Total;De 50 a 54 años;2005T1;610,3
Mujeres;Total;De 55 y más años;2025T4;6.776,8
Mujeres;Total;De 55 y más años;2025T3;6.783,2
Mujeres;Total;De 55 y más años;2025T2;6.748
Mujeres;Total;De 55 y más años;2025T1;6.742,3
Mujeres;Total;De 55 y más años;2024T4;6.784
Mujeres;Total;De 55 y más años;2024T3;6.739,2
Mujeres;Total;De 55 y más años;2024T2;6.691,3
Mujeres;Total;De 55 y más años;2024T1;6.675,1
Mujeres;Total;De 55 y más años;2023T4;6.623,8
Mujeres;Total;De 55 y más años;2023T3;6.632,4
Mujeres;Total;De 55 y más años;2023T2;6.601,7
Mujeres;Total;De 55 y más años;2023T1;6.579,3
Mujeres;Total;De 55 y más años;2022T4;6.596
Mujeres;Total;De 55 y más años;2022T3;6.568,5
Mujeres;Total;De 55 y más años;2022T2;6.525,6
Mujeres;Total;De 55 y más años;2022T1;6.501,7
Mujeres;Total;De 55 y más años;2021T4;6.469,8
Mujeres;Total;De 55 y más años;2021T3;6.458,5
Mujeres;Total;De 55 y más años;2021T2;6.451,6
Mujeres;Total;De 55 y más años;2021T1;6.458,7
Mujeres;Total;De 55 y más años;2020T4;6.334,6
Mujeres;Total;De 55 y más años;2020T3;6.375,6
Mujeres;Total;De 55 y más años;2020T2;6.403,3
Mujeres;Total;De 55 y más años;2020T1;6.308,7
Mujeres;Total;De 55 y más años;2019T4;6.310,7
Mujeres;Total;De 55 y más años;2019T3;6.339,3
Mujeres;Total;De 55 y más años;2019T2;6.284,8
Mujeres;Total;De 55 y más años;2019T1;6.282,4
Mujeres;Total;De 55 y más años;2018T4;6.260,6
Mujeres;Total;De 55 y más años;2018T3;6.263,3
Mujeres;Total;De 55 y más años;2018T2;6.232,4
Mujeres;Total;De 55 y más años;2018T1;6.225
Mujeres;Total;De 55 y más años;2017T4;6.215,7
Mujeres;Total;De 55 y más años;2017T3;6.214
Mujeres;Total;De 55 y más años;2017T2;6.181,7
Mujeres;Total;De 55 y más años;2017T1;6.178,3
Mujeres;Total;De 55 y más años;2016T4;6.146
Mujeres;Total;De 55 y más años;2016T3;6.110
Mujeres;Total;De 55 y más años;2016T2;6.086,3
Mujeres;Total;De 55 y más años;2016T1;6.059,3
Mujeres;Total;De 55 y más años;2015T4;6.044,3
Mujeres;Total;De 55 y más años;2015T3;6.069,6
Mujeres;Total;De 55 y más años;2015T2;6.061,1
Mujeres;Total;De 55 y más años;2015T1;6.066,9
Mujeres;Total;De 55 y más años;2014T4;6.056,8
Mujeres;Total;De 55 y más años;2014T3;6.069,9
Mujeres;Total;De 55 y más años;2014T2;6.035,9
Mujeres;Total;De 55 y más años;2014T1;6.017
Mujeres;Total;De 55 y más años;2013T4;5.996
Mujeres;Total;De 55 y más años;2013T3;5.992,8
Mujeres;Total;De 55 y más años;2013T2;5.968,2
Mujeres;Total;De 55 y más años;2013T1;5.957,1
Mujeres;Total;De 55 y más años;2012T4;5.942
Mujeres;Total;De 55 y más años;2012T3;5.897
Mujeres;Total;De 55 y más años;2012T2;5.879,4
Mujeres;Total;De 55 y más años;2012T1;5.900
Mujeres;Total;De 55 y más años;2011T4;5.887,3
Mujeres;Total;De 55 y más años;2011T3;5.867,5
Mujeres;Total;De 55 y más años;2011T2;5.860,5
Mujeres;Total;De 55 y más años;2011T1;5.872,8
Mujeres;Total;De 55 y más años;2010T4;5.873,2
Mujeres;Total;De 55 y más años;2010T3;5.877,1
Mujeres;Total;De 55 y más años;2010T2;5.868,7
Mujeres;Total;De 55 y más años;2010T1;5.839,1
Mujeres;Total;De 55 y más años;2009T4;5.832,4
Mujeres;Total;De 55 y más años;2009T3;5.826,5
Mujeres;Total;De 55 y más años;2009T2;5.786,1
Mujeres;Total;De 55 y más años;2009T1;5.794,2
Mujeres;Total;De 55 y más años;2008T4;5.796
Mujeres;Total;De 55 y más años;2008T3;5.811,7
Mujeres;Total;De 55 y más años;2008T2;5.789,3
Mujeres;Total;De 55 y más años;2008T1;5.778,5
Mujeres;Total;De 55 y más años;2007T4;5.778,3
Mujeres;Total;De 55 y más años;2007T3;5.776,4
Mujeres;Total;De 55 y más años;2007T2;5.739
Mujeres;Total;De 55 y más años;2007T1;5.717,8
Mujeres;Total;De 55 y más años;2006T4;5.719,3
Mujeres;Total;De 55 y más años;2006T3;5.731,4
Mujeres;Total;De 55 y más años;2006T2;5.690,3
Mujeres;Total;De 55 y más años;2006T1;5.660,4
Mujeres;Total;De 55 y más años;2005T4;5.664
Mujeres;Total;De 55 y más años;2005T3;5.658,8
Mujeres;Total;De 55 y más años;2005T2;5.623,7
Mujeres;Total;De 55 y más años;2005T1;5.614
Mujeres;No hay ningún empleo adecuado disponible;Total;2025T4;73,8
Mujeres;No hay ningún empleo adecuado disponible;Total;2025T3;86,9
Mujeres;No hay ningún empleo adecuado disponible;Total;2025T2;73,1
Mujeres;No hay ningún empleo adecuado disponible;Total;2025T1;73,6
Mujeres;No hay ningún empleo adecuado disponible;Total;2024T4;93,4
Mujeres;No hay ningún empleo adecuado disponible;Total;2024T3;91,1
Mujeres;No hay ningún empleo adecuado disponible;Total;2024T2;81,8
Mujeres;No hay ningún empleo adecuado disponible;Total;2024T1;88,1
Mujeres;No hay ningún empleo adecuado disponible;Total;2023T4;102,6
Mujeres;No hay ningún empleo adecuado disponible;Total;2023T3;97,8
Mujeres;No hay ningún empleo adecuado disponible;Total;2023T2;92,2
Mujeres;No hay ningún empleo adecuado disponible;Total;2023T1;93
Mujeres;No hay ningún empleo adecuado disponible;Total;2022T4;94,5
Mujeres;No hay ningún empleo adecuado disponible;Total;2022T3;115,5
Mujeres;No hay ningún empleo adecuado disponible;Total;2022T2;98,4
Mujeres;No hay ningún empleo adecuado disponible;Total;2022T1;105,7
Mujeres;No hay ningún empleo adecuado disponible;Total;2021T4;97,3
Mujeres;No hay ningún empleo adecuado disponible;Total;2021T3;132,2
Mujeres;No hay ningún empleo adecuado disponible;Total;2021T2;118,2
Mujeres;No hay ningún empleo adecuado disponible;Total;2021T1;142,9
Mujeres;No hay ningún empleo adecuado disponible;Total;2020T4;224,7
Mujeres;No hay ningún empleo adecuado disponible;Total;2020T3;235,2
Mujeres;No hay ningún empleo adecuado disponible;Total;2020T2;199,4
Mujeres;No hay ningún empleo adecuado disponible;Total;2020T1;179,1
Mujeres;No hay ningún empleo adecuado disponible;Total;2019T4;190,1
Mujeres;No hay ningún empleo adecuado disponible;Total;2019T3;183,6
Mujeres;No hay ningún empleo adecuado disponible;Total;2019T2;192,9
Mujeres;No hay ningún empleo adecuado disponible;Total;2019T1;210,8
Mujeres;No hay ningún empleo adecuado disponible;Total;2018T4;211,4
Mujeres;No hay ningún empleo adecuado disponible;Total;2018T3;235,6
Mujeres;No hay ningún empleo adecuado disponible;Total;2018T2;215,2
Mujeres;No hay ningún empleo adecuado disponible;Total;2018T1;224,1
Mujeres;No hay ningún empleo adecuado disponible;Total;2017T4;241,3
Mujeres;No hay ningún empleo adecuado disponible;Total;2017T3;250,5
Mujeres;No hay ningún empleo adecuado disponible;Total;2017T2;244,1
Mujeres;No hay ningún empleo adecuado disponible;Total;2017T1;249,5
Mujeres;No hay ningún empleo adecuado disponible;Total;2016T4;263,1
Mujeres;No hay ningún empleo adecuado disponible;Total;2016T3;286,7
Mujeres;No hay ningún empleo adecuado disponible;Total;2016T2;267,3
Mujeres;No hay ningún empleo adecuado disponible;Total;2016T1;292,7
Mujeres;No hay ningún empleo adecuado disponible;Total;2015T4;291,4
Mujeres;No hay ningún empleo adecuado disponible;Total;2015T3;295,3
Mujeres;No hay ningún empleo adecuado disponible;Total;2015T2;295,3
Mujeres;No hay ningún empleo adecuado disponible;Total;2015T1;307,2
Mujeres;No hay ningún empleo adecuado disponible;Total;2014T4;346,6
Mujeres;No hay ningún empleo adecuado disponible;Total;2014T3;351,9
Mujeres;No hay ningún empleo adecuado disponible;Total;2014T2;359,2
Mujeres;No hay ningún empleo adecuado disponible;Total;2014T1;372,9
Mujeres;No hay ningún empleo adecuado disponible;Total;2013T4;366,3
Mujeres;No hay ningún empleo adecuado disponible;Total;2013T3;388,7
Mujeres;No hay ningún empleo adecuado disponible;Total;2013T2;385,5
Mujeres;No hay ningún empleo adecuado disponible;Total;2013T1;358,9
Mujeres;No hay ningún empleo adecuado disponible;Total;2012T4;363,7
Mujeres;No hay ningún empleo adecuado disponible;Total;2012T3;357,6
Mujeres;No hay ningún empleo adecuado disponible;Total;2012T2;337,1
Mujeres;No hay ningún empleo adecuado disponible;Total;2012T1;330,3
Mujeres;No hay ningún empleo adecuado disponible;Total;2011T4;313,3
Mujeres;No hay ningún empleo adecuado disponible;Total;2011T3;303,6
Mujeres;No hay ningún empleo adecuado disponible;Total;2011T2;287,9
Mujeres;No hay ningún empleo adecuado disponible;Total;2011T1;313,9
Mujeres;No hay ningún empleo adecuado disponible;Total;2010T4;290,1
Mujeres;No hay ningún empleo adecuado disponible;Total;2010T3;314,9
Mujeres;No hay ningún empleo adecuado disponible;Total;2010T2;304,4
Mujeres;No hay ningún empleo adecuado disponible;Total;2010T1;301,9
Mujeres;No hay ningún empleo adecuado disponible;Total;2009T4;283,1
Mujeres;No hay ningún empleo adecuado disponible;Total;2009T3;280,9
Mujeres;No hay ningún empleo adecuado disponible;Total;2009T2;251,3
Mujeres;No hay ningún empleo adecuado disponible;Total;2009T1;234,2
Mujeres;No hay ningún empleo adecuado disponible;Total;2008T4;216,7
Mujeres;No hay ningún empleo adecuado disponible;Total;2008T3;200
Mujeres;No hay ningún empleo adecuado disponible;Total;2008T2;166,7
Mujeres;No hay ningún empleo adecuado disponible;Total;2008T1;169,8
Mujeres;No hay ningún empleo adecuado disponible;Total;2007T4;177,9
Mujeres;No hay ningún empleo adecuado disponible;Total;2007T3;175,7
Mujeres;No hay ningún empleo adecuado disponible;Total;2007T2;161,2
Mujeres;No hay ningún empleo adecuado disponible;Total;2007T1;190,2
Mujeres;No hay ningún empleo adecuado disponible;Total;2006T4;195,4
Mujeres;No hay ningún empleo adecuado disponible;Total;2006T3;230,1
Mujeres;No hay ningún empleo adecuado disponible;Total;2006T2;238,2
Mujeres;No hay ningún empleo adecuado disponible;Total;2006T1;238,7
Mujeres;No hay ningún empleo adecuado disponible;Total;2005T4;239,6
Mujeres;No hay ningún empleo adecuado disponible;Total;2005T3;256,4
Mujeres;No hay ningún empleo adecuado disponible;Total;2005T2;246,2
Mujeres;No hay ningún empleo adecuado disponible;Total;2005T1;250,9
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2025T4;1,9
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2025T3;4,1
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2025T2;1,8
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2025T1;0,4
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2024T4;3,3
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2024T3;1,9
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2024T2;1,2
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2024T1;2,1
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2023T4;1,1
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2023T3;1,6
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2023T2;4
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2023T1;0,8
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2022T4;2,8
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2022T3;4,9
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2022T2;1,4
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2022T1;1,3
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2021T4;1,3
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2021T3;6,5
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2021T2;3,6
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2021T1;5,9
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2020T4;6
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2020T3;11,3
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2020T2;7,4
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2020T1;1,2
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2019T4;4
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2019T3;4,2
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2019T2;3,2
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2019T1;3
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2018T4;4,2
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2018T3;10,1
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2018T2;5,7
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2018T1;2,3
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2017T4;5,5
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2017T3;6,6
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2017T2;4,4
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2017T1;4,1
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2016T4;2,2
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2016T3;10,6
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2016T2;2,9
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2016T1;7,6
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2015T4;5
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2015T3;8
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2015T2;3,2
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2015T1;4,9
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2014T4;3,1
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2014T3;10,4
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2014T2;5,7
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2014T1;9,2
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2013T4;7,3
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2013T3;14,7
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2013T2;9
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2013T1;9,7
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2012T4;8,7
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2012T3;14,8
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2012T2;7,1
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2012T1;8,8
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2011T4;8,3
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2011T3;15,4
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2011T2;6,8
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2011T1;8,1
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2010T4;6,2
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2010T3;20
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2010T2;6,5
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2010T1;7,6
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2009T4;11,1
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2009T3;14,6
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2009T2;7,9
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2009T1;7,5
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2008T4;4,9
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2008T3;8,5
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2008T2;3,3
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2008T1;4
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2007T4;3,4
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2007T3;7,6
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2007T2;4,2
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2007T1;5,5
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2006T4;8,8
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2006T3;13
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2006T2;4,1
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2006T1;6,1
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2005T4;3,1
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2005T3;15,6
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2005T2;6
Mujeres;No hay ningún empleo adecuado disponible;De 16 a 19 años;2005T1;5,9
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2025T4;1,1
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2025T3;3,9
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2025T2;3,1
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2025T1;4,8
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2024T4;2,2
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2024T3;3,3
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2024T2;1,4
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2024T1;1,1
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2023T4;2,7
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2023T3;4,1
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2023T2;4,1
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2023T1;2,4
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2022T4;5,9
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2022T3;12,2
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2022T2;2,3
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2022T1;1,5
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2021T4;2,3
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2021T3;3,4
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2021T2;3,2
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2021T1;2,6
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2020T4;8,5
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2020T3;12,2
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2020T2;7,6
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2020T1;4,8
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2019T4;4,4
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2019T3;5,3
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2019T2;1,6
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2019T1;2,6
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2018T4;3,7
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2018T3;8,2
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2018T2;3,1
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2018T1;5,7
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2017T4;4,6
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2017T3;5,5
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2017T2;2,3
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2017T1;6,3
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2016T4;4,4
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2016T3;11,5
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2016T2;6,9
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2016T1;4,7
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2015T4;5,2
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2015T3;10,2
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2015T2;5,4
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2015T1;6,7
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2014T4;9
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2014T3;11,4
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2014T2;6,6
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2014T1;7
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2013T4;15,2
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2013T3;17,3
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2013T2;9,2
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2013T1;11,3
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2012T4;12
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2012T3;20,7
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2012T2;11,3
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2012T1;8
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2011T4;10,5
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2011T3;11,9
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2011T2;11,2
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2011T1;10,6
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2010T4;11
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2010T3;11,6
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2010T2;10,7
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2010T1;11,1
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2009T4;10,4
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2009T3;15,2
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2009T2;5,6
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2009T1;9,8
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2008T4;4,6
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2008T3;9,6
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2008T2;5,2
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2008T1;2,6
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2007T4;5,1
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2007T3;4,8
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2007T2;3
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2007T1;7
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2006T4;3,9
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2006T3;10
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2006T2;4
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2006T1;5
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2005T4;4,1
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2005T3;8,7
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2005T2;8,8
Mujeres;No hay ningún empleo adecuado disponible;De 20 a 24 años;2005T1;7,9
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2025T4;1,5
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2025T3;2,5
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2025T2;2,2
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2025T1;1,6
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2024T4;5,2
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2024T3;4,1
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2024T2;1,9
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2024T1;0,9
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2023T4;1,6
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2023T3;2,3
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2023T2;2,1
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2023T1;2,3
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2022T4;2,8
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2022T3;4,5
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2022T2;0,3
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2022T1;1,6
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2021T4;1,8
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2021T3;1,9
Mujeres;No hay ningún empleo adecuado disponible;De 25 a 29 años;2021T2;3,1
