Número de parados en el hogar;Número de activos en el hogar;Periodo;Total
Total;Total;2025T4;19.853,4
Total;Total;2025T3;19.767,9
Total;Total;2025T2;19.744,4
Total;Total;2025T1;19.672,3
Total;Total;2024T4;19.595,2
Total;Total;2024T3;19.547,5
Total;Total;2024T2;19.494,8
Total;Total;2024T1;19.510,6
Total;Total;2023T4;19.459,7
Total;Total;2023T3;19.398,4
Total;Total;2023T2;19.345,2
Total;Total;2023T1;19.272,6
Total;Total;2022T4;19.194,3
Total;Total;2022T3;19.115,6
Total;Total;2022T2;19.039,9
Total;Total;2022T1;18.963,3
Total;Total;2021T4;18.883,2
Total;Total;2021T3;18.786,9
Total;Total;2021T2;18.704,5
Total;Total;2021T1;18.610
Total;Total;2020T4;18.817,8
Total;Total;2020T3;18.799,4
Total;Total;2020T2;18.784,4
Total;Total;2020T1;18.773,9
Total;Total;2019T4;18.746,9
Total;Total;2019T3;18.709,8
Total;Total;2019T2;18.677,1
Total;Total;2019T1;18.652,4
Total;Total;2018T4;18.625
Total;Total;2018T3;18.589,5
Total;Total;2018T2;18.562,2
Total;Total;2018T1;18.545,9
Total;Total;2017T4;18.529,7
Total;Total;2017T3;18.515,3
Total;Total;2017T2;18.505,2
Total;Total;2017T1;18.500
Total;Total;2016T4;18.486,4
Total;Total;2016T3;18.455,8
Total;Total;2016T2;18.426,2
Total;Total;2016T1;18.408,3
Total;Total;2015T4;18.395,1
Total;Total;2015T3;18.378,1
Total;Total;2015T2;18.367,2
Total;Total;2015T1;18.363,5
Total;Total;2014T4;18.362
Total;Total;2014T3;18.355,7
Total;Total;2014T2;18.331,4
Total;Total;2014T1;18.266,5
Total;Total;2013T4;18.245,1
Total;Total;2013T3;18.220,4
Total;Total;2013T2;18.204,1
Total;Total;2013T1;18.180,3
Total;Total;2012T4;18.154,1
Total;Total;2012T3;18.109
Total;Total;2012T2;18.067,8
Total;Total;2012T1;18.032,7
Total;Total;2011T4;17.995,8
Total;Total;2011T3;17.928,3
Total;Total;2011T2;17.862,8
Total;Total;2011T1;17.802,4
Total;Total;2010T4;17.746,5
Total;Total;2010T3;17.675,7
Total;Total;2010T2;17.610,4
Total;Total;2010T1;17.548,3
Total;Total;2009T4;17.490,8
Total;Total;2009T3;17.418,6
Total;Total;2009T2;17.348,4
Total;Total;2009T1;17.279,3
Total;Total;2008T4;17.211,6
Total;Total;2008T3;17.117,2
Total;Total;2008T2;17.020,4
Total;Total;2008T1;16.921,8
Total;Total;2007T4;16.824,6
Total;Total;2007T3;16.699,9
Total;Total;2007T2;16.581,4
Total;Total;2007T1;16.466,2
Total;Total;2006T4;16.350,4
Total;Total;2006T3;16.229,8
Total;Total;2006T2;16.120,5
Total;Total;2006T1;16.018,4
Total;Total;2005T4;15.922,7
Total;Total;2005T3;15.811,9
Total;Total;2005T2;15.708,6
Total;Total;2005T1;15.595,9
Total;Total;2004T4;15.489,8
Total;Total;2004T3;15.369,1
Total;Total;2004T2;15.266,6
Total;Total;2004T1;15.171,8
Total;Total;2003T4;15.082,8
Total;Total;2003T3;14.977,6
Total;Total;2003T2;14.877
Total;Total;2003T1;14.771,6
Total;Total;2002T4;14.669,2
Total;Total;2002T3;14.552,3
Total;Total;2002T2;14.442,6
Total;Total;2002T1;14.333,6
Total;0;2025T4;5.480,7
Total;0;2025T3;5.445
Total;0;2025T2;5.453,7
Total;0;2025T1;5.472,1
Total;0;2024T4;5.440,5
Total;0;2024T3;5.353,4
Total;0;2024T2;5.350,1
Total;0;2024T1;5.404,7
Total;0;2023T4;5.324,1
Total;0;2023T3;5.338,3
Total;0;2023T2;5.356,7
Total;0;2023T1;5.357,8
Total;0;2022T4;5.314
Total;0;2022T3;5.261,8
Total;0;2022T2;5.276,7
Total;0;2022T1;5.248,5
Total;0;2021T4;5.220,1
Total;0;2021T3;5.191
Total;0;2021T2;5.218
Total;0;2021T1;5.238,7
Total;0;2020T4;5.290,4
Total;0;2020T3;5.344,5
Total;0;2020T2;5.538,5
Total;0;2020T1;5.245,1
Total;0;2019T4;5.215,3
Total;0;2019T3;5.266,3
Total;0;2019T2;5.260
Total;0;2019T1;5.267,9
Total;0;2018T4;5.230,8
Total;0;2018T3;5.223,2
Total;0;2018T2;5.189,2
Total;0;2018T1;5.192,4
Total;0;2017T4;5.171,2
Total;0;2017T3;5.153,9
Total;0;2017T2;5.123,5
Total;0;2017T1;5.142,1
Total;0;2016T4;5.088,3
Total;0;2016T3;5.074,7
Total;0;2016T2;5.021,9
Total;0;2016T1;4.991,6
Total;0;2015T4;5.003,9
Total;0;2015T3;5.006,8
Total;0;2015T2;4.966,4
Total;0;2015T1;4.950,2
Total;0;2014T4;4.921,3
Total;0;2014T3;4.990,6
Total;0;2014T2;4.956,5
Total;0;2014T1;4.924
Total;0;2013T4;4.887,7
Total;0;2013T3;4.882,9
Total;0;2013T2;4.836,2
Total;0;2013T1;4.774,9
Total;0;2012T4;4.755,7
Total;0;2012T3;4.701,6
Total;0;2012T2;4.643,4
Total;0;2012T1;4.641,6
Total;0;2011T4;4.616,5
Total;0;2011T3;4.609,5
Total;0;2011T2;4.554,9
Total;0;2011T1;4.567,6
Total;0;2010T4;4.522,1
Total;0;2010T3;4.492,3
Total;0;2010T2;4.451,2
Total;0;2010T1;4.460,1
Total;0;2009T4;4.431,6
Total;0;2009T3;4.395,7
Total;0;2009T2;4.314,3
Total;0;2009T1;4.285,8
Total;0;2008T4;4.279
Total;0;2008T3;4.270
Total;0;2008T2;4.223
Total;0;2008T1;4.234,9
Total;0;2007T4;4.239,1
Total;0;2007T3;4.234,5
Total;0;2007T2;4.199,7
Total;0;2007T1;4.188,6
Total;0;2006T4;4.147,8
Total;0;2006T3;4.143,9
Total;0;2006T2;4.091,4
Total;0;2006T1;4.066,9
Total;0;2005T4;4.038,7
Total;0;2005T3;3.995,1
Total;0;2005T2;3.933,3
Total;0;2005T1;3.978,2
Total;0;2004T4;3.979,3
Total;0;2004T3;3.962,8
Total;0;2004T2;3.920,5
Total;0;2004T1;3.925,3
Total;0;2003T4;3.901,3
Total;0;2003T3;3.891,6
Total;0;2003T2;3.869,1
Total;0;2003T1;3.843,2
Total;0;2002T4;3.848,4
Total;0;2002T3;3.843,6
Total;0;2002T2;3.821,5
Total;0;2002T1;3.832,7
Total;1;2025T4;6.315,9
Total;1;2025T3;6.306,8
Total;1;2025T2;6.291,9
Total;1;2025T1;6.273,9
Total;1;2024T4;6.213,2
Total;1;2024T3;6.307
Total;1;2024T2;6.236
Total;1;2024T1;6.265,3
Total;1;2023T4;6.277,1
Total;1;2023T3;6.200,1
Total;1;2023T2;6.181,6
Total;1;2023T1;6.204,3
Total;1;2022T4;6.232,9
Total;1;2022T3;6.225,3
Total;1;2022T2;6.152
Total;1;2022T1;6.154,3
Total;1;2021T4;6.034,7
Total;1;2021T3;5.995,1
Total;1;2021T2;5.933,2
Total;1;2021T1;5.897
Total;1;2020T4;5.926,2
Total;1;2020T3;5.945,2
Total;1;2020T2;6.135,3
Total;1;2020T1;5.895,4
Total;1;2019T4;5.793
Total;1;2019T3;5.750,3
Total;1;2019T2;5.676,9
Total;1;2019T1;5.737,1
Total;1;2018T4;5.731,1
Total;1;2018T3;5.759,4
Total;1;2018T2;5.732,3
Total;1;2018T1;5.778,7
Total;1;2017T4;5.739,6
Total;1;2017T3;5.806,5
Total;1;2017T2;5.790,8
Total;1;2017T1;5.747,4
Total;1;2016T4;5.799
Total;1;2016T3;5.769
Total;1;2016T2;5.730,5
Total;1;2016T1;5.766,6
Total;1;2015T4;5.735,3
Total;1;2015T3;5.758,7
Total;1;2015T2;5.662,3
Total;1;2015T1;5.727,9
Total;1;2014T4;5.726,9
Total;1;2014T3;5.730,2
Total;1;2014T2;5.684
Total;1;2014T1;5.667,4
Total;1;2013T4;5.595,8
Total;1;2013T3;5.573,9
Total;1;2013T2;5.543,8
Total;1;2013T1;5.565,2
Total;1;2012T4;5.518,9
Total;1;2012T3;5.531
Total;1;2012T2;5.499,5
Total;1;2012T1;5.456,1
Total;1;2011T4;5.448,4
Total;1;2011T3;5.449,2
Total;1;2011T2;5.397,2
Total;1;2011T1;5.330,1
Total;1;2010T4;5.357,3
Total;1;2010T3;5.390,9
Total;1;2010T2;5.283
Total;1;2010T1;5.254,6
Total;1;2009T4;5.231,9
Total;1;2009T3;5.267,9
Total;1;2009T2;5.243,6
Total;1;2009T1;5.172,2
Total;1;2008T4;5.129,8
Total;1;2008T3;5.159,3
Total;1;2008T2;5.129,5
Total;1;2008T1;5.091,6
Total;1;2007T4;5.051,9
Total;1;2007T3;5.043,1
Total;1;2007T2;4.987,7
Total;1;2007T1;4.936,5
Total;1;2006T4;4.917,4
Total;1;2006T3;4.913,2
Total;1;2006T2;4.889,9
Total;1;2006T1;4.871,7
Total;1;2005T4;4.896,3
Total;1;2005T3;4.965,3
Total;1;2005T2;4.905,5
Total;1;2005T1;4.791,1
Total;1;2004T4;4.727,3
Total;1;2004T3;4.762,5
Total;1;2004T2;4.748,2
Total;1;2004T1;4.748,4
Total;1;2003T4;4.695,3
Total;1;2003T3;4.674,3
Total;1;2003T2;4.683,4
Total;1;2003T1;4.692,7
Total;1;2002T4;4.635,1
Total;1;2002T3;4.575,4
Total;1;2002T2;4.585,6
Total;1;2002T1;4.562,2
Total;2;2025T4;6.087,5
Total;2;2025T3;5.952,3
Total;2;2025T2;6.044
Total;2;2025T1;6.061,7
Total;2;2024T4;6.086,7
Total;2;2024T3;5.970,9
Total;2;2024T2;6.069,7
Total;2;2024T1;6.065,2
Total;2;2023T4;6.099,4
Total;2;2023T3;5.953,9
Total;2;2023T2;6.003,1
Total;2;2023T1;5.988,2
Total;2;2022T4;5.911,9
Total;2;2022T3;5.865,5
Total;2;2022T2;5.891,4
Total;2;2022T1;5.902,4
Total;2;2021T4;5.958,6
Total;2;2021T3;5.796,8
Total;2;2021T2;5.852
Total;2;2021T1;5.857,5
Total;2;2020T4;6.057,7
Total;2;2020T3;5.972,1
Total;2;2020T2;5.806,7
Total;2;2020T1;6.151,1
Total;2;2019T4;6.223,8
Total;2;2019T3;6.121,8
Total;2;2019T2;6.230,9
Total;2;2019T1;6.191,7
Total;2;2018T4;6.194,3
Total;2;2018T3;6.092,3
Total;2;2018T2;6.167,2
Total;2;2018T1;6.163,1
Total;2;2017T4;6.181,6
Total;2;2017T3;6.043,4
Total;2;2017T2;6.181,4
Total;2;2017T1;6.217,5
Total;2;2016T4;6.178,5
Total;2;2016T3;6.129
Total;2;2016T2;6.236,9
Total;2;2016T1;6.247,4
Total;2;2015T4;6.202,1
Total;2;2015T3;6.099,1
Total;2;2015T2;6.262,9
Total;2;2015T1;6.241,3
Total;2;2014T4;6.229,8
Total;2;2014T3;6.120,6
Total;2;2014T2;6.181,4
Total;2;2014T1;6.191
Total;2;2013T4;6.226,3
Total;2;2013T3;6.152,5
Total;2;2013T2;6.249,4
Total;2;2013T1;6.239
Total;2;2012T4;6.258,1
Total;2;2012T3;6.192,2
Total;2;2012T2;6.277,2
Total;2;2012T1;6.284,8
Total;2;2011T4;6.259,8
Total;2;2011T3;6.105,9
Total;2;2011T2;6.179,5
Total;2;2011T1;6.210,4
Total;2;2010T4;6.134,4
Total;2;2010T3;5.966
Total;2;2010T2;6.072,8
Total;2;2010T1;6.078,2
Total;2;2009T4;6.035,2
Total;2;2009T3;5.887,6
Total;2;2009T2;5.925,9
Total;2;2009T1;5.936,6
Total;2;2008T4;5.879,2
Total;2;2008T3;5.704,3
Total;2;2008T2;5.718
Total;2;2008T1;5.676,3
Total;2;2007T4;5.619,2
Total;2;2007T3;5.443,6
Total;2;2007T2;5.475
Total;2;2007T1;5.464,9
Total;2;2006T4;5.383,2
Total;2;2006T3;5.228,7
Total;2;2006T2;5.230
Total;2;2006T1;5.231,5
Total;2;2005T4;5.134,2
Total;2;2005T3;4.964,8
Total;2;2005T2;5.025,6
Total;2;2005T1;5.041,2
Total;2;2004T4;5.038,4
Total;2;2004T3;4.846,6
Total;2;2004T2;4.869,3
Total;2;2004T1;4.765,4
Total;2;2003T4;4.746,6
Total;2;2003T3;4.641,2
Total;2;2003T2;4.615,8
Total;2;2003T1;4.575,8
Total;2;2002T4;4.532,2
Total;2;2002T3;4.458,2
Total;2;2002T2;4.389,5
Total;2;2002T1;4.304,3
Total;3;2025T4;1.517,6
Total;3;2025T3;1.565,1
Total;3;2025T2;1.469,8
Total;3;2025T1;1.398,5
Total;3;2024T4;1.417,4
Total;3;2024T3;1.417,8
Total;3;2024T2;1.374,1
Total;3;2024T1;1.343,9
Total;3;2023T4;1.337,4
Total;3;2023T3;1.458,7
Total;3;2023T2;1.389,1
Total;3;2023T1;1.321,8
Total;3;2022T4;1.338,2
Total;3;2022T3;1.308,6
Total;3;2022T2;1.289,8
Total;3;2022T1;1.260,3
Total;3;2021T4;1.275,5
Total;3;2021T3;1.335,5
Total;3;2021T2;1.240,6
Total;3;2021T1;1.216,2
Total;3;2020T4;1.205,3
Total;3;2020T3;1.185,5
Total;3;2020T2;1.017,8
Total;3;2020T1;1.172,3
Total;3;2019T4;1.184,5
Total;3;2019T3;1.233,5
Total;3;2019T2;1.176,6
Total;3;2019T1;1.155,3
Total;3;2018T4;1.169,8
Total;3;2018T3;1.190
Total;3;2018T2;1.169,3
Total;3;2018T1;1.118,1
Total;3;2017T4;1.129,7
Total;3;2017T3;1.199,3
Total;3;2017T2;1.101,5
Total;3;2017T1;1.094,8
Total;3;2016T4;1.124,3
Total;3;2016T3;1.151,7
Total;3;2016T2;1.126,4
Total;3;2016T1;1.106,5
Total;3;2015T4;1.145,1
Total;3;2015T3;1.165,9
Total;3;2015T2;1.133,9
Total;3;2015T1;1.139,5
Total;3;2014T4;1.147,6
Total;3;2014T3;1.153,8
Total;3;2014T2;1.158,1
Total;3;2014T1;1.147
Total;3;2013T4;1.172,3
Total;3;2013T3;1.220,5
Total;3;2013T2;1.195
Total;3;2013T1;1.204,1
Total;3;2012T4;1.232,6
Total;3;2012T3;1.245,8
Total;3;2012T2;1.238,9
Total;3;2012T1;1.268,8
Total;3;2011T4;1.286,8
Total;3;2011T3;1.318,8
Total;3;2011T2;1.296,5
Total;3;2011T1;1.272,2
Total;3;2010T4;1.289,2
Total;3;2010T3;1.334,7
Total;3;2010T2;1.343,5
Total;3;2010T1;1.272,6
Total;3;2009T4;1.332,5
Total;3;2009T3;1.380,8
Total;3;2009T2;1.363,5
Total;3;2009T1;1.385,5
Total;3;2008T4;1.425,2
Total;3;2008T3;1.460,5
Total;3;2008T2;1.433
Total;3;2008T1;1.400,6
Total;3;2007T4;1.391,2
Total;3;2007T3;1.418,2
Total;3;2007T2;1.369,9
Total;3;2007T1;1.357
Total;3;2006T4;1.379,5
Total;3;2006T3;1.398,8
Total;3;2006T2;1.374,8
Total;3;2006T1;1.329,9
Total;3;2005T4;1.336,8
Total;3;2005T3;1.355,3
Total;3;2005T2;1.310
Total;3;2005T1;1.278,7
Total;3;2004T4;1.250,4
Total;3;2004T3;1.285,7
Total;3;2004T2;1.243,8
Total;3;2004T1;1.238,2
Total;3;2003T4;1.233,7
Total;3;2003T3;1.258,3
Total;3;2003T2;1.218
Total;3;2003T1;1.177,6
Total;3;2002T4;1.201,5
Total;3;2002T3;1.201,5
Total;3;2002T2;1.198,1
Total;3;2002T1;1.186,6
Total;4;2025T4;376
Total;4;2025T3;415,6
Total;4;2025T2;404,6
Total;4;2025T1;381,9
Total;4;2024T4;374,8
Total;4;2024T3;423,4
Total;4;2024T2;390,4
Total;4;2024T1;365,7
Total;4;2023T4;354,8
Total;4;2023T3;385,4
Total;4;2023T2;365,7
Total;4;2023T1;341,3
Total;4;2022T4;345,1
Total;4;2022T3;391,4
Total;4;2022T2;356,8
Total;4;2022T1;330,2
Total;4;2021T4;332,5
Total;4;2021T3;391,4
Total;4;2021T2;374,8
Total;4;2021T1;329,1
Total;4;2020T4;288,2
Total;4;2020T3;311,2
Total;4;2020T2;262,6
Total;4;2020T1;276,7
Total;4;2019T4;293,3
Total;4;2019T3;299,5
Total;4;2019T2;298,7
Total;4;2019T1;266,7
Total;4;2018T4;259,9
Total;4;2018T3;287,7
Total;4;2018T2;266,1
Total;4;2018T1;261,8
Total;4;2017T4;268,7
Total;4;2017T3;276,3
Total;4;2017T2;274,7
Total;4;2017T1;271
Total;4;2016T4;267,7
Total;4;2016T3;298,8
Total;4;2016T2;271,7
Total;4;2016T1;255
Total;4;2015T4;262,1
Total;4;2015T3;300,5
Total;4;2015T2;294,4
Total;4;2015T1;261,4
Total;4;2014T4;296,3
Total;4;2014T3;310,2
Total;4;2014T2;308,7
Total;4;2014T1;296,9
Total;4;2013T4;317,2
Total;4;2013T3;330,5
Total;4;2013T2;326,3
Total;4;2013T1;340,7
Total;4;2012T4;324,3
Total;4;2012T3;367,3
Total;4;2012T2;337,9
Total;4;2012T1;317,8
Total;4;2011T4;320,7
Total;4;2011T3;374,2
Total;4;2011T2;367,9
Total;4;2011T1;342,9
Total;4;2010T4;355,2
Total;4;2010T3;404,1
Total;4;2010T2;385,5
Total;4;2010T1;402,7
Total;4;2009T4;389,4
Total;4;2009T3;417,9
Total;4;2009T2;422,5
Total;4;2009T1;416,3
Total;4;2008T4;416,2
Total;4;2008T3;429,6
Total;4;2008T2;434,3
Total;4;2008T1;441,9
Total;4;2007T4;441,4
Total;4;2007T3;457,5
Total;4;2007T2;462,7
Total;4;2007T1;428,8
Total;4;2006T4;435,4
Total;4;2006T3;456,2
Total;4;2006T2;438,3
Total;4;2006T1;421,7
Total;4;2005T4;413,8
Total;4;2005T3;435,5
Total;4;2005T2;448
Total;4;2005T1;414,7
Total;4;2004T4;392,3
Total;4;2004T3;409,1
Total;4;2004T2;400,6
Total;4;2004T1;409,8
Total;4;2003T4;421,4
Total;4;2003T3;414,5
Total;4;2003T2;395,6
Total;4;2003T1;388,5
Total;4;2002T4;360,7
Total;4;2002T3;372,1
Total;4;2002T2;353,9
Total;4;2002T1;358,2
Total;5 y más;2025T4;75,7
Total;5 y más;2025T3;83,1
Total;5 y más;2025T2;80,4
Total;5 y más;2025T1;84,3
Total;5 y más;2024T4;62,6
Total;5 y más;2024T3;75
Total;5 y más;2024T2;74,6
Total;5 y más;2024T1;65,6
Total;5 y más;2023T4;66,9
Total;5 y más;2023T3;62,1
Total;5 y más;2023T2;49
Total;5 y más;2023T1;59,2
Total;5 y más;2022T4;52,2
Total;5 y más;2022T3;63,1
Total;5 y más;2022T2;73,2
Total;5 y más;2022T1;67,7
Total;5 y más;2021T4;61,9
Total;5 y más;2021T3;77,1
Total;5 y más;2021T2;85,9
Total;5 y más;2021T1;71,5
Total;5 y más;2020T4;49,9
Total;5 y más;2020T3;41
Total;5 y más;2020T2;23,4
Total;5 y más;2020T1;33,2
Total;5 y más;2019T4;37,1
Total;5 y más;2019T3;38,5
Total;5 y más;2019T2;34
Total;5 y más;2019T1;33,6
Total;5 y más;2018T4;39
Total;5 y más;2018T3;36,7
Total;5 y más;2018T2;38,1
Total;5 y más;2018T1;32
Total;5 y más;2017T4;38,9
Total;5 y más;2017T3;35,9
Total;5 y más;2017T2;33,2
Total;5 y más;2017T1;27,2
Total;5 y más;2016T4;28,6
Total;5 y más;2016T3;32,7
Total;5 y más;2016T2;38,8
Total;5 y más;2016T1;41,3
Total;5 y más;2015T4;46,7
Total;5 y más;2015T3;47,2
Total;5 y más;2015T2;47,3
Total;5 y más;2015T1;43,3
Total;5 y más;2014T4;40,1
Total;5 y más;2014T3;50,4
Total;5 y más;2014T2;42,6
Total;5 y más;2014T1;40,3
Total;5 y más;2013T4;45,9
Total;5 y más;2013T3;60
Total;5 y más;2013T2;53,3
Total;5 y más;2013T1;56,3
Total;5 y más;2012T4;64,4
Total;5 y más;2012T3;71,1
Total;5 y más;2012T2;70,9
Total;5 y más;2012T1;63,6
Total;5 y más;2011T4;63,6
Total;5 y más;2011T3;70,6
Total;5 y más;2011T2;66,8
Total;5 y más;2011T1;79,2
Total;5 y más;2010T4;88,4
Total;5 y más;2010T3;87,8
Total;5 y más;2010T2;74,5
Total;5 y más;2010T1;80,1
Total;5 y más;2009T4;70,3
Total;5 y más;2009T3;68,8
Total;5 y más;2009T2;78,6
Total;5 y más;2009T1;83
Total;5 y más;2008T4;82,2
Total;5 y más;2008T3;93,4
Total;5 y más;2008T2;82,5
Total;5 y más;2008T1;76,5
Total;5 y más;2007T4;81,8
Total;5 y más;2007T3;103
Total;5 y más;2007T2;86,2
Total;5 y más;2007T1;90,4
Total;5 y más;2006T4;87
Total;5 y más;2006T3;89,1
Total;5 y más;2006T2;96,1
Total;5 y más;2006T1;96,6
Total;5 y más;2005T4;102,9
Total;5 y más;2005T3;95,9
Total;5 y más;2005T2;86,2
Total;5 y más;2005T1;92
Total;5 y más;2004T4;102,2
Total;5 y más;2004T3;102,4
Total;5 y más;2004T2;84,2
Total;5 y más;2004T1;84,8
Total;5 y más;2003T4;84,6
Total;5 y más;2003T3;97,7
Total;5 y más;2003T2;95,2
Total;5 y más;2003T1;93,8
Total;5 y más;2002T4;91,3
Total;5 y más;2002T3;101,5
Total;5 y más;2002T2;94,1
Total;5 y más;2002T1;89,6
Ningún parado;Total;2025T4;17.647
Ningún parado;Total;2025T3;17.482,6
Ningún parado;Total;2025T2;17.525,7
Ningún parado;Total;2025T1;17.253,9
Ningún parado;Total;2024T4;17.343,9
Ningún parado;Total;2024T3;17.151,4
Ningún parado;Total;2024T2;17.115,9
Ningún parado;Total;2024T1;16.949,8
Ningún parado;Total;2023T4;16.977,5
Ningún parado;Total;2023T3;16.909,8
Ningún parado;Total;2023T2;16.911
Ningún parado;Total;2023T1;16.555,9
Ningún parado;Total;2022T4;16.562,8
Ningún parado;Total;2022T3;16.544
Ningún parado;Total;2022T2;16.468,7
Ningún parado;Total;2022T1;16.236,2
Ningún parado;Total;2021T4;16.209,7
Ningún parado;Total;2021T3;15.890,1
Ningún parado;Total;2021T2;15.694,9
Ningún parado;Total;2021T1;15.502,9
Ningún parado;Total;2020T4;15.691,7
Ningún parado;Total;2020T3;15.675,3
Ningún parado;Total;2020T2;15.923,7
Ningún parado;Total;2020T1;15.941,6
Ningún parado;Total;2019T4;16.013,9
Ningún parado;Total;2019T3;15.973,7
Ningún parado;Total;2019T2;15.906,1
Ningún parado;Total;2019T1;15.794,6
Ningún parado;Total;2018T4;15.801,3
Ningún parado;Total;2018T3;15.774,2
Ningún parado;Total;2018T2;15.600,8
Ningún parado;Total;2018T1;15.361,7
Ningún parado;Total;2017T4;15.386,2
Ningún parado;Total;2017T3;15.389,1
Ningún parado;Total;2017T2;15.224,7
Ningún parado;Total;2017T1;14.974,1
Ningún parado;Total;2016T4;14.972
Ningún parado;Total;2016T3;14.897,6
Ningún parado;Total;2016T2;14.684
Ningún parado;Total;2016T1;14.501,9
Ningún parado;Total;2015T4;14.534,3
Ningún parado;Total;2015T3;14.472,8
Ningún parado;Total;2015T2;14.260
Ningún parado;Total;2015T1;14.041,5
Ningún parado;Total;2014T4;14.031,4
Ningún parado;Total;2014T3;14.063,6
Ningún parado;Total;2014T2;13.864,2
Ningún parado;Total;2014T1;13.583,5
Ningún parado;Total;2013T4;13.575,1
Ningún parado;Total;2013T3;13.602,3
Ningún parado;Total;2013T2;13.482,6
Ningún parado;Total;2013T1;13.313,3
Ningún parado;Total;2012T4;13.467,9
Ningún parado;Total;2012T3;13.562,7
Ningún parado;Total;2012T2;13.563
Ningún parado;Total;2012T1;13.580,6
Ningún parado;Total;2011T4;13.802,1
Ningún parado;Total;2011T3;13.972,5
Ningún parado;Total;2011T2;14.011,7
Ningún parado;Total;2011T1;13.899,9
Ningún parado;Total;2010T4;13.993,4
Ningún parado;Total;2010T3;13.992,6
Ningún parado;Total;2010T2;13.864,8
Ningún parado;Total;2010T1;13.865,1
Ningún parado;Total;2009T4;14.022,7
Ningún parado;Total;2009T3;14.092,5
Ningún parado;Total;2009T2;13.980,1
Ningún parado;Total;2009T1;14.018
Ningún parado;Total;2008T4;14.524,3
Ningún parado;Total;2008T3;14.898,9
Ningún parado;Total;2008T2;14.933
Ningún parado;Total;2008T1;15.001
Ningún parado;Total;2007T4;15.106,1
Ningún parado;Total;2007T3;15.096,9
Ningún parado;Total;2007T2;14.993,3
Ningún parado;Total;2007T1;14.812,3
Ningún parado;Total;2006T4;14.717,3
Ningún parado;Total;2006T3;14.627,1
Ningún parado;Total;2006T2;14.482,9
Ningún parado;Total;2006T1;14.288,3
Ningún parado;Total;2005T4;14.263
Ningún parado;Total;2005T3;14.237,2
Ningún parado;Total;2005T2;13.961,6
Ningún parado;Total;2005T1;13.726,5
Ningún parado;Total;2004T4;13.568,8
Ningún parado;Total;2004T3;13.452,7
Ningún parado;Total;2004T2;13.293,4
Ningún parado;Total;2004T1;13.148,2
Ningún parado;Total;2003T4;13.099,6
Ningún parado;Total;2003T3;13.032,4
Ningún parado;Total;2003T2;12.945,4
Ningún parado;Total;2003T1;12.749,3
Ningún parado;Total;2002T4;12.729
Ningún parado;Total;2002T3;12.653,9
Ningún parado;Total;2002T2;12.624
Ningún parado;Total;2002T1;12.483,5
Ningún parado;0;2025T4;5.480,7
Ningún parado;0;2025T3;5.445
Ningún parado;0;2025T2;5.453,7
Ningún parado;0;2025T1;5.472,1
Ningún parado;0;2024T4;5.440,5
Ningún parado;0;2024T3;5.353,4
Ningún parado;0;2024T2;5.350,1
Ningún parado;0;2024T1;5.404,7
Ningún parado;0;2023T4;5.324,1
Ningún parado;0;2023T3;5.338,3
Ningún parado;0;2023T2;5.356,7
Ningún parado;0;2023T1;5.357,8
Ningún parado;0;2022T4;5.314
Ningún parado;0;2022T3;5.261,8
Ningún parado;0;2022T2;5.276,7
Ningún parado;0;2022T1;5.248,5
Ningún parado;0;2021T4;5.220,1
Ningún parado;0;2021T3;5.191
Ningún parado;0;2021T2;5.218
Ningún parado;0;2021T1;5.238,7
Ningún parado;0;2020T4;5.290,4
Ningún parado;0;2020T3;5.344,5
Ningún parado;0;2020T2;5.538,5
Ningún parado;0;2020T1;5.245,1
Ningún parado;0;2019T4;5.215,3
Ningún parado;0;2019T3;5.266,3
Ningún parado;0;2019T2;5.260
Ningún parado;0;2019T1;5.267,9
Ningún parado;0;2018T4;5.230,8
Ningún parado;0;2018T3;5.223,2
Ningún parado;0;2018T2;5.189,2
Ningún parado;0;2018T1;5.192,4
Ningún parado;0;2017T4;5.171,2
Ningún parado;0;2017T3;5.153,9
Ningún parado;0;2017T2;5.123,5
Ningún parado;0;2017T1;5.142,1
Ningún parado;0;2016T4;5.088,3
Ningún parado;0;2016T3;5.074,7
Ningún parado;0;2016T2;5.021,9
Ningún parado;0;2016T1;4.991,6
Ningún parado;0;2015T4;5.003,9
Ningún parado;0;2015T3;5.006,8
Ningún parado;0;2015T2;4.966,4
Ningún parado;0;2015T1;4.950,2
Ningún parado;0;2014T4;4.921,3
Ningún parado;0;2014T3;4.990,6
Ningún parado;0;2014T2;4.956,5
Ningún parado;0;2014T1;4.924
Ningún parado;0;2013T4;4.887,7
Ningún parado;0;2013T3;4.882,9
Ningún parado;0;2013T2;4.836,2
Ningún parado;0;2013T1;4.774,9
Ningún parado;0;2012T4;4.755,7
Ningún parado;0;2012T3;4.701,6
Ningún parado;0;2012T2;4.643,4
Ningún parado;0;2012T1;4.641,6
Ningún parado;0;2011T4;4.616,5
Ningún parado;0;2011T3;4.609,5
Ningún parado;0;2011T2;4.554,9
Ningún parado;0;2011T1;4.567,6
Ningún parado;0;2010T4;4.522,1
Ningún parado;0;2010T3;4.492,3
Ningún parado;0;2010T2;4.451,2
Ningún parado;0;2010T1;4.460,1
Ningún parado;0;2009T4;4.431,6
Ningún parado;0;2009T3;4.395,7
Ningún parado;0;2009T2;4.314,3
