Sexo;Edad;Nivel de formación alcanzado;Periodo;Total
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T2;2,1
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T1;2,2
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T4;1,6
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T3;1,4
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T2;0,8
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T1;1,5
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T4;0,9
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T3;1,8
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T2;0,5
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T1;0,9
Mujeres;De 16 a 19 años;Educación superior;2025T4;0,3
Mujeres;De 16 a 19 años;Educación superior;2025T3;0,6
Mujeres;De 16 a 19 años;Educación superior;2025T2;..
Mujeres;De 16 a 19 años;Educación superior;2025T1;0,2
Mujeres;De 16 a 19 años;Educación superior;2024T4;..
Mujeres;De 16 a 19 años;Educación superior;2024T3;0,3
Mujeres;De 16 a 19 años;Educación superior;2024T2;0,2
Mujeres;De 16 a 19 años;Educación superior;2024T1;0,1
Mujeres;De 16 a 19 años;Educación superior;2023T4;..
Mujeres;De 16 a 19 años;Educación superior;2023T3;0,1
Mujeres;De 16 a 19 años;Educación superior;2023T2;..
Mujeres;De 16 a 19 años;Educación superior;2023T1;..
Mujeres;De 16 a 19 años;Educación superior;2022T4;..
Mujeres;De 16 a 19 años;Educación superior;2022T3;0,2
Mujeres;De 16 a 19 años;Educación superior;2022T2;0,3
Mujeres;De 16 a 19 años;Educación superior;2022T1;0,2
Mujeres;De 16 a 19 años;Educación superior;2021T4;0,3
Mujeres;De 16 a 19 años;Educación superior;2021T3;..
Mujeres;De 16 a 19 años;Educación superior;2021T2;..
Mujeres;De 16 a 19 años;Educación superior;2021T1;..
Mujeres;De 16 a 19 años;Educación superior;2020T4;0
Mujeres;De 16 a 19 años;Educación superior;2020T3;0,6
Mujeres;De 16 a 19 años;Educación superior;2020T2;0,3
Mujeres;De 16 a 19 años;Educación superior;2020T1;..
Mujeres;De 16 a 19 años;Educación superior;2019T4;..
Mujeres;De 16 a 19 años;Educación superior;2019T3;0,9
Mujeres;De 16 a 19 años;Educación superior;2019T2;0,8
Mujeres;De 16 a 19 años;Educación superior;2019T1;0
Mujeres;De 16 a 19 años;Educación superior;2018T4;0,8
Mujeres;De 16 a 19 años;Educación superior;2018T3;0,5
Mujeres;De 16 a 19 años;Educación superior;2018T2;0
Mujeres;De 16 a 19 años;Educación superior;2018T1;0,6
Mujeres;De 16 a 19 años;Educación superior;2017T4;0
Mujeres;De 16 a 19 años;Educación superior;2017T3;0
Mujeres;De 16 a 19 años;Educación superior;2017T2;0
Mujeres;De 16 a 19 años;Educación superior;2017T1;..
Mujeres;De 16 a 19 años;Educación superior;2016T4;0,6
Mujeres;De 16 a 19 años;Educación superior;2016T3;0,5
Mujeres;De 16 a 19 años;Educación superior;2016T2;0,3
Mujeres;De 16 a 19 años;Educación superior;2016T1;1
Mujeres;De 16 a 19 años;Educación superior;2015T4;0
Mujeres;De 16 a 19 años;Educación superior;2015T3;1,2
Mujeres;De 16 a 19 años;Educación superior;2015T2;0,5
Mujeres;De 16 a 19 años;Educación superior;2015T1;0,2
Mujeres;De 16 a 19 años;Educación superior;2014T4;0,2
Mujeres;De 16 a 19 años;Educación superior;2014T3;0
Mujeres;De 16 a 19 años;Educación superior;2014T2;..
Mujeres;De 16 a 19 años;Educación superior;2014T1;0,3
Mujeres;De 20 a 24 años;Total;2025T4;98,9
Mujeres;De 20 a 24 años;Total;2025T3;98,7
Mujeres;De 20 a 24 años;Total;2025T2;100,6
Mujeres;De 20 a 24 años;Total;2025T1;100,7
Mujeres;De 20 a 24 años;Total;2024T4;90,4
Mujeres;De 20 a 24 años;Total;2024T3;84,1
Mujeres;De 20 a 24 años;Total;2024T2;85
Mujeres;De 20 a 24 años;Total;2024T1;76,1
Mujeres;De 20 a 24 años;Total;2023T4;93,3
Mujeres;De 20 a 24 años;Total;2023T3;86,4
Mujeres;De 20 a 24 años;Total;2023T2;85
Mujeres;De 20 a 24 años;Total;2023T1;96,6
Mujeres;De 20 a 24 años;Total;2022T4;92,9
Mujeres;De 20 a 24 años;Total;2022T3;69,6
Mujeres;De 20 a 24 años;Total;2022T2;96,6
Mujeres;De 20 a 24 años;Total;2022T1;94,8
Mujeres;De 20 a 24 años;Total;2021T4;87,5
Mujeres;De 20 a 24 años;Total;2021T3;77,4
Mujeres;De 20 a 24 años;Total;2021T2;98,9
Mujeres;De 20 a 24 años;Total;2021T1;76,5
Mujeres;De 20 a 24 años;Total;2020T4;78,2
Mujeres;De 20 a 24 años;Total;2020T3;74,2
Mujeres;De 20 a 24 años;Total;2020T2;61,4
Mujeres;De 20 a 24 años;Total;2020T1;77,6
Mujeres;De 20 a 24 años;Total;2019T4;81,8
Mujeres;De 20 a 24 años;Total;2019T3;75,6
Mujeres;De 20 a 24 años;Total;2019T2;85,4
Mujeres;De 20 a 24 años;Total;2019T1;64,5
Mujeres;De 20 a 24 años;Total;2018T4;83,1
Mujeres;De 20 a 24 años;Total;2018T3;85,1
Mujeres;De 20 a 24 años;Total;2018T2;83,4
Mujeres;De 20 a 24 años;Total;2018T1;85,8
Mujeres;De 20 a 24 años;Total;2017T4;80,5
Mujeres;De 20 a 24 años;Total;2017T3;89,5
Mujeres;De 20 a 24 años;Total;2017T2;94,5
Mujeres;De 20 a 24 años;Total;2017T1;93,2
Mujeres;De 20 a 24 años;Total;2016T4;72,6
Mujeres;De 20 a 24 años;Total;2016T3;84,7
Mujeres;De 20 a 24 años;Total;2016T2;70,3
Mujeres;De 20 a 24 años;Total;2016T1;75,1
Mujeres;De 20 a 24 años;Total;2015T4;85,1
Mujeres;De 20 a 24 años;Total;2015T3;97,2
Mujeres;De 20 a 24 años;Total;2015T2;103,6
Mujeres;De 20 a 24 años;Total;2015T1;91,5
Mujeres;De 20 a 24 años;Total;2014T4;93,3
Mujeres;De 20 a 24 años;Total;2014T3;84
Mujeres;De 20 a 24 años;Total;2014T2;103,8
Mujeres;De 20 a 24 años;Total;2014T1;95
Mujeres;De 20 a 24 años;Analfabetos;2025T4;..
Mujeres;De 20 a 24 años;Analfabetos;2025T3;..
Mujeres;De 20 a 24 años;Analfabetos;2025T2;..
Mujeres;De 20 a 24 años;Analfabetos;2025T1;..
Mujeres;De 20 a 24 años;Analfabetos;2024T4;..
Mujeres;De 20 a 24 años;Analfabetos;2024T3;..
Mujeres;De 20 a 24 años;Analfabetos;2024T2;..
Mujeres;De 20 a 24 años;Analfabetos;2024T1;..
Mujeres;De 20 a 24 años;Analfabetos;2023T4;..
Mujeres;De 20 a 24 años;Analfabetos;2023T3;..
Mujeres;De 20 a 24 años;Analfabetos;2023T2;1,5
Mujeres;De 20 a 24 años;Analfabetos;2023T1;..
Mujeres;De 20 a 24 años;Analfabetos;2022T4;..
Mujeres;De 20 a 24 años;Analfabetos;2022T3;..
Mujeres;De 20 a 24 años;Analfabetos;2022T2;..
Mujeres;De 20 a 24 años;Analfabetos;2022T1;..
Mujeres;De 20 a 24 años;Analfabetos;2021T4;..
Mujeres;De 20 a 24 años;Analfabetos;2021T3;..
Mujeres;De 20 a 24 años;Analfabetos;2021T2;..
Mujeres;De 20 a 24 años;Analfabetos;2021T1;..
Mujeres;De 20 a 24 años;Analfabetos;2020T4;..
Mujeres;De 20 a 24 años;Analfabetos;2020T3;..
Mujeres;De 20 a 24 años;Analfabetos;2020T2;..
Mujeres;De 20 a 24 años;Analfabetos;2020T1;..
Mujeres;De 20 a 24 años;Analfabetos;2019T4;..
Mujeres;De 20 a 24 años;Analfabetos;2019T3;..
Mujeres;De 20 a 24 años;Analfabetos;2019T2;0
Mujeres;De 20 a 24 años;Analfabetos;2019T1;0
Mujeres;De 20 a 24 años;Analfabetos;2018T4;..
Mujeres;De 20 a 24 años;Analfabetos;2018T3;..
Mujeres;De 20 a 24 años;Analfabetos;2018T2;..
Mujeres;De 20 a 24 años;Analfabetos;2018T1;..
Mujeres;De 20 a 24 años;Analfabetos;2017T4;..
Mujeres;De 20 a 24 años;Analfabetos;2017T3;..
Mujeres;De 20 a 24 años;Analfabetos;2017T2;..
Mujeres;De 20 a 24 años;Analfabetos;2017T1;..
Mujeres;De 20 a 24 años;Analfabetos;2016T4;..
Mujeres;De 20 a 24 años;Analfabetos;2016T3;..
Mujeres;De 20 a 24 años;Analfabetos;2016T2;..
Mujeres;De 20 a 24 años;Analfabetos;2016T1;0
Mujeres;De 20 a 24 años;Analfabetos;2015T4;0
Mujeres;De 20 a 24 años;Analfabetos;2015T3;0,5
Mujeres;De 20 a 24 años;Analfabetos;2015T2;1,5
Mujeres;De 20 a 24 años;Analfabetos;2015T1;..
Mujeres;De 20 a 24 años;Analfabetos;2014T4;..
Mujeres;De 20 a 24 años;Analfabetos;2014T3;..
Mujeres;De 20 a 24 años;Analfabetos;2014T2;..
Mujeres;De 20 a 24 años;Analfabetos;2014T1;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2025T4;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2025T3;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2025T2;1,3
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2025T1;1
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2024T4;0,2
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2024T3;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2024T2;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2024T1;0,5
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2023T4;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2023T3;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2023T2;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2023T1;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2022T4;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2022T3;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2022T2;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2022T1;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2021T4;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2021T3;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2021T2;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2021T1;1,2
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2020T4;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2020T3;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2020T2;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2020T1;0
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2019T4;0
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2019T3;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2019T2;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2019T1;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2018T4;0
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2018T3;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2018T2;0,3
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2018T1;0,4
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2017T4;0
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2017T3;0,2
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2017T2;0,2
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2017T1;0,2
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2016T4;0
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2016T3;0,3
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2016T2;0
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2016T1;0
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2015T4;0
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2015T3;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2015T2;0
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2015T1;0
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2014T4;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2014T3;0,2
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2014T2;0,1
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2014T1;0
Mujeres;De 20 a 24 años;Educación primaria;2025T4;1,7
Mujeres;De 20 a 24 años;Educación primaria;2025T3;3,1
Mujeres;De 20 a 24 años;Educación primaria;2025T2;1,2
Mujeres;De 20 a 24 años;Educación primaria;2025T1;1,7
Mujeres;De 20 a 24 años;Educación primaria;2024T4;1,7
Mujeres;De 20 a 24 años;Educación primaria;2024T3;2
Mujeres;De 20 a 24 años;Educación primaria;2024T2;4,2
Mujeres;De 20 a 24 años;Educación primaria;2024T1;1,5
Mujeres;De 20 a 24 años;Educación primaria;2023T4;3,3
Mujeres;De 20 a 24 años;Educación primaria;2023T3;1,7
Mujeres;De 20 a 24 años;Educación primaria;2023T2;1,7
Mujeres;De 20 a 24 años;Educación primaria;2023T1;1,2
Mujeres;De 20 a 24 años;Educación primaria;2022T4;1,7
Mujeres;De 20 a 24 años;Educación primaria;2022T3;2,3
Mujeres;De 20 a 24 años;Educación primaria;2022T2;0,5
Mujeres;De 20 a 24 años;Educación primaria;2022T1;2
Mujeres;De 20 a 24 años;Educación primaria;2021T4;2,6
Mujeres;De 20 a 24 años;Educación primaria;2021T3;2,1
Mujeres;De 20 a 24 años;Educación primaria;2021T2;1,3
Mujeres;De 20 a 24 años;Educación primaria;2021T1;2,2
Mujeres;De 20 a 24 años;Educación primaria;2020T4;1,3
Mujeres;De 20 a 24 años;Educación primaria;2020T3;2,1
Mujeres;De 20 a 24 años;Educación primaria;2020T2;1,5
Mujeres;De 20 a 24 años;Educación primaria;2020T1;2
Mujeres;De 20 a 24 años;Educación primaria;2019T4;1,5
Mujeres;De 20 a 24 años;Educación primaria;2019T3;0,9
Mujeres;De 20 a 24 años;Educación primaria;2019T2;0,5
Mujeres;De 20 a 24 años;Educación primaria;2019T1;0,8
Mujeres;De 20 a 24 años;Educación primaria;2018T4;0
Mujeres;De 20 a 24 años;Educación primaria;2018T3;1,2
Mujeres;De 20 a 24 años;Educación primaria;2018T2;1,5
Mujeres;De 20 a 24 años;Educación primaria;2018T1;2,7
Mujeres;De 20 a 24 años;Educación primaria;2017T4;3,1
Mujeres;De 20 a 24 años;Educación primaria;2017T3;2
Mujeres;De 20 a 24 años;Educación primaria;2017T2;2,3
Mujeres;De 20 a 24 años;Educación primaria;2017T1;1,4
Mujeres;De 20 a 24 años;Educación primaria;2016T4;2,4
Mujeres;De 20 a 24 años;Educación primaria;2016T3;4,1
Mujeres;De 20 a 24 años;Educación primaria;2016T2;1
Mujeres;De 20 a 24 años;Educación primaria;2016T1;3
Mujeres;De 20 a 24 años;Educación primaria;2015T4;4,5
Mujeres;De 20 a 24 años;Educación primaria;2015T3;3,8
Mujeres;De 20 a 24 años;Educación primaria;2015T2;3,3
Mujeres;De 20 a 24 años;Educación primaria;2015T1;3,7
Mujeres;De 20 a 24 años;Educación primaria;2014T4;4,5
Mujeres;De 20 a 24 años;Educación primaria;2014T3;4,5
Mujeres;De 20 a 24 años;Educación primaria;2014T2;4,8
Mujeres;De 20 a 24 años;Educación primaria;2014T1;6
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2025T4;17,7
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2025T3;16
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2025T2;22,6
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2025T1;18,7
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2024T4;15,6
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2024T3;22,5
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2024T2;18,1
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2024T1;12,9
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2023T4;19,5
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2023T3;19
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2023T2;21
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2023T1;20,7
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2022T4;18,3
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2022T3;9,7
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2022T2;17,1
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2022T1;13,1
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2021T4;14,6
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2021T3;21,5
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2021T2;15
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2021T1;14,5
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2020T4;15,8
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2020T3;20
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2020T2;16,3
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2020T1;15,3
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2019T4;22,5
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2019T3;18,1
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2019T2;23,2
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2019T1;11,7
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2018T4;16,9
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2018T3;26
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2018T2;20
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2018T1;20,7
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2017T4;19,3
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2017T3;26,6
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2017T2;24,9
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2017T1;22,3
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2016T4;19,1
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2016T3;17,7
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2016T2;18,8
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2016T1;19,4
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2015T4;22,1
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2015T3;23,8
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2015T2;25,3
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2015T1;23,8
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2014T4;27
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2014T3;24,4
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2014T2;31,3
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2014T1;26,2
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2025T4;19,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2025T3;18,8
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2025T2;19,4
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2025T1;19,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2024T4;15
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2024T3;23
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2024T2;19,6
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2024T1;16,3
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2023T4;16
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2023T3;16,3
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2023T2;11,8
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2023T1;17,4
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2022T4;20,3
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2022T3;11,1
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2022T2;21,8
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2022T1;23,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2021T4;12,8
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2021T3;8,6
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2021T2;29
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2021T1;13,4
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2020T4;18,3
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2020T3;13,3
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2020T2;13,9
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2020T1;15,7
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2019T4;10,2
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2019T3;18,8
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2019T2;19,9
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2019T1;11
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2018T4;15,8
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2018T3;15,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2018T2;17,2
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2018T1;14,3
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2017T4;13
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2017T3;12,9
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2017T2;18
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2017T1;17,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2016T4;8,6
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2016T3;13,4
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2016T2;9,7
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2016T1;9,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2015T4;10,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2015T3;19,2
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2015T2;15,3
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2015T1;12,3
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2014T4;11,1
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2014T3;15,4
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2014T2;17,2
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2014T1;7,4
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2025T4;13
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2025T3;18,7
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2025T2;14,9
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2025T1;16,9
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T4;14,7
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T3;12,6
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T2;13,6
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T1;8,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;15,1
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;11,7
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;13,2
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;12
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;9,1
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;9,1
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;20,3
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;20,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;17,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;13,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;16,9
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;10,6
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T4;11
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T3;11,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T2;5,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T1;11,1
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T4;10
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T3;13,4
