Sexo;Tipo de jornada;Tipo de contrato o relación laboral;Periodo;Total
Mujeres;Jornada a tiempo parcial;Total;2015T2;2.041,0
Mujeres;Jornada a tiempo parcial;Total;2015T1;2.073,9
Mujeres;Jornada a tiempo parcial;Total;2014T4;2.090,2
Mujeres;Jornada a tiempo parcial;Total;2014T3;1.915,5
Mujeres;Jornada a tiempo parcial;Total;2014T2;2.065,4
Mujeres;Jornada a tiempo parcial;Total;2014T1;2.015,2
Mujeres;Jornada a tiempo parcial;Total;2013T4;2.011,5
Mujeres;Jornada a tiempo parcial;Total;2013T3;1.887,2
Mujeres;Jornada a tiempo parcial;Total;2013T2;2.003,1
Mujeres;Jornada a tiempo parcial;Total;2013T1;2.007,8
Mujeres;Jornada a tiempo parcial;Total;2012T4;1.975,9
Mujeres;Jornada a tiempo parcial;Total;2012T3;1.849,3
Mujeres;Jornada a tiempo parcial;Total;2012T2;1.957,3
Mujeres;Jornada a tiempo parcial;Total;2012T1;1.903,4
Mujeres;Jornada a tiempo parcial;Total;2011T4;1.860,3
Mujeres;Jornada a tiempo parcial;Total;2011T3;1.811,4
Mujeres;Jornada a tiempo parcial;Total;2011T2;1.964,5
Mujeres;Jornada a tiempo parcial;Total;2011T1;1.940,6
Mujeres;Jornada a tiempo parcial;Total;2010T4;1.899,3
Mujeres;Jornada a tiempo parcial;Total;2010T3;1.815,6
Mujeres;Jornada a tiempo parcial;Total;2010T2;1.909,3
Mujeres;Jornada a tiempo parcial;Total;2010T1;1.901,7
Mujeres;Jornada a tiempo parcial;Total;2009T4;1.897,1
Mujeres;Jornada a tiempo parcial;Total;2009T3;1.794,9
Mujeres;Jornada a tiempo parcial;Total;2009T2;1.905,9
Mujeres;Jornada a tiempo parcial;Total;2009T1;1.894,5
Mujeres;Jornada a tiempo parcial;Total;2008T4;1.956,3
Mujeres;Jornada a tiempo parcial;Total;2008T3;1.815,7
Mujeres;Jornada a tiempo parcial;Total;2008T2;1.932,6
Mujeres;Jornada a tiempo parcial;Total;2008T1;1.933,8
Mujeres;Jornada a tiempo parcial;Total;2007T4;1.899,8
Mujeres;Jornada a tiempo parcial;Total;2007T3;1.805,8
Mujeres;Jornada a tiempo parcial;Total;2007T2;1.900,3
Mujeres;Jornada a tiempo parcial;Total;2007T1;1.941,7
Mujeres;Jornada a tiempo parcial;Total;2006T4;1.868,4
Mujeres;Jornada a tiempo parcial;Total;2006T3;1.737,2
Mujeres;Jornada a tiempo parcial;Total;2006T2;1.862,2
Mujeres;Jornada a tiempo parcial;Total;2006T1;1.867,7
Mujeres;Jornada a tiempo parcial;Total;2005T4;1.793,8
Mujeres;Jornada a tiempo parcial;Total;2005T3;1.726,9
Mujeres;Jornada a tiempo parcial;Total;2005T2;1.872,9
Mujeres;Jornada a tiempo parcial;Total;2005T1;1.878,9
Mujeres;Jornada a tiempo parcial;Total;2004T4;1.272,2
Mujeres;Jornada a tiempo parcial;Total;2004T3;1.251,9
Mujeres;Jornada a tiempo parcial;Total;2004T2;1.277,8
Mujeres;Jornada a tiempo parcial;Total;2004T1;1.232,3
Mujeres;Jornada a tiempo parcial;Total;2003T4;1.181,1
Mujeres;Jornada a tiempo parcial;Total;2003T3;1.098,7
Mujeres;Jornada a tiempo parcial;Total;2003T2;1.153,9
Mujeres;Jornada a tiempo parcial;Total;2003T1;1.110,8
Mujeres;Jornada a tiempo parcial;Total;2002T4;1.074,8
Mujeres;Jornada a tiempo parcial;Total;2002T3;1.035,3
Mujeres;Jornada a tiempo parcial;Total;2002T2;1.069,2
Mujeres;Jornada a tiempo parcial;Total;2002T1;1.041,8
Mujeres;Jornada a tiempo parcial;No asalariados;2025T4;192,9
Mujeres;Jornada a tiempo parcial;No asalariados;2025T3;170,4
Mujeres;Jornada a tiempo parcial;No asalariados;2025T2;188,0
Mujeres;Jornada a tiempo parcial;No asalariados;2025T1;172,4
Mujeres;Jornada a tiempo parcial;No asalariados;2024T4;170,7
Mujeres;Jornada a tiempo parcial;No asalariados;2024T3;161,3
Mujeres;Jornada a tiempo parcial;No asalariados;2024T2;172,1
Mujeres;Jornada a tiempo parcial;No asalariados;2024T1;188,5
Mujeres;Jornada a tiempo parcial;No asalariados;2023T4;175,0
Mujeres;Jornada a tiempo parcial;No asalariados;2023T3;159,4
Mujeres;Jornada a tiempo parcial;No asalariados;2023T2;169,0
Mujeres;Jornada a tiempo parcial;No asalariados;2023T1;171,7
Mujeres;Jornada a tiempo parcial;No asalariados;2022T4;163,7
Mujeres;Jornada a tiempo parcial;No asalariados;2022T3;162,6
Mujeres;Jornada a tiempo parcial;No asalariados;2022T2;157,2
Mujeres;Jornada a tiempo parcial;No asalariados;2022T1;172,8
Mujeres;Jornada a tiempo parcial;No asalariados;2021T4;172,8
Mujeres;Jornada a tiempo parcial;No asalariados;2021T3;175,1
Mujeres;Jornada a tiempo parcial;No asalariados;2021T2;192,6
Mujeres;Jornada a tiempo parcial;No asalariados;2021T1;166,1
Mujeres;Jornada a tiempo parcial;No asalariados;2020T4;186,5
Mujeres;Jornada a tiempo parcial;No asalariados;2020T3;184,5
Mujeres;Jornada a tiempo parcial;No asalariados;2020T2;171,8
Mujeres;Jornada a tiempo parcial;No asalariados;2020T1;168,7
Mujeres;Jornada a tiempo parcial;No asalariados;2019T4;167,0
Mujeres;Jornada a tiempo parcial;No asalariados;2019T3;161,1
Mujeres;Jornada a tiempo parcial;No asalariados;2019T2;166,1
Mujeres;Jornada a tiempo parcial;No asalariados;2019T1;162,3
Mujeres;Jornada a tiempo parcial;No asalariados;2018T4;163,4
Mujeres;Jornada a tiempo parcial;No asalariados;2018T3;164,0
Mujeres;Jornada a tiempo parcial;No asalariados;2018T2;157,7
Mujeres;Jornada a tiempo parcial;No asalariados;2018T1;157,9
Mujeres;Jornada a tiempo parcial;No asalariados;2017T4;157,6
Mujeres;Jornada a tiempo parcial;No asalariados;2017T3;156,4
Mujeres;Jornada a tiempo parcial;No asalariados;2017T2;154,3
Mujeres;Jornada a tiempo parcial;No asalariados;2017T1;154,2
Mujeres;Jornada a tiempo parcial;No asalariados;2016T4;161,2
Mujeres;Jornada a tiempo parcial;No asalariados;2016T3;147,3
Mujeres;Jornada a tiempo parcial;No asalariados;2016T2;163,4
Mujeres;Jornada a tiempo parcial;No asalariados;2016T1;175,5
Mujeres;Jornada a tiempo parcial;No asalariados;2015T4;177,7
Mujeres;Jornada a tiempo parcial;No asalariados;2015T3;180,9
Mujeres;Jornada a tiempo parcial;No asalariados;2015T2;186,3
Mujeres;Jornada a tiempo parcial;No asalariados;2015T1;188,5
Mujeres;Jornada a tiempo parcial;No asalariados;2014T4;187,2
Mujeres;Jornada a tiempo parcial;No asalariados;2014T3;166,0
Mujeres;Jornada a tiempo parcial;No asalariados;2014T2;183,3
Mujeres;Jornada a tiempo parcial;No asalariados;2014T1;182,9
Mujeres;Jornada a tiempo parcial;No asalariados;2013T4;184,1
Mujeres;Jornada a tiempo parcial;No asalariados;2013T3;174,3
Mujeres;Jornada a tiempo parcial;No asalariados;2013T2;186,5
Mujeres;Jornada a tiempo parcial;No asalariados;2013T1;180,4
Mujeres;Jornada a tiempo parcial;No asalariados;2012T4;190,3
Mujeres;Jornada a tiempo parcial;No asalariados;2012T3;190,2
Mujeres;Jornada a tiempo parcial;No asalariados;2012T2;186,5
Mujeres;Jornada a tiempo parcial;No asalariados;2012T1;185,0
Mujeres;Jornada a tiempo parcial;No asalariados;2011T4;178,3
Mujeres;Jornada a tiempo parcial;No asalariados;2011T3;179,4
Mujeres;Jornada a tiempo parcial;No asalariados;2011T2;174,1
Mujeres;Jornada a tiempo parcial;No asalariados;2011T1;193,7
Mujeres;Jornada a tiempo parcial;No asalariados;2010T4;185,2
Mujeres;Jornada a tiempo parcial;No asalariados;2010T3;186,0
Mujeres;Jornada a tiempo parcial;No asalariados;2010T2;194,5
Mujeres;Jornada a tiempo parcial;No asalariados;2010T1;196,9
Mujeres;Jornada a tiempo parcial;No asalariados;2009T4;198,8
Mujeres;Jornada a tiempo parcial;No asalariados;2009T3;189,0
Mujeres;Jornada a tiempo parcial;No asalariados;2009T2;214,5
Mujeres;Jornada a tiempo parcial;No asalariados;2009T1;211,4
Mujeres;Jornada a tiempo parcial;No asalariados;2008T4;248,5
Mujeres;Jornada a tiempo parcial;No asalariados;2008T3;241,7
Mujeres;Jornada a tiempo parcial;No asalariados;2008T2;245,1
Mujeres;Jornada a tiempo parcial;No asalariados;2008T1;247,1
Mujeres;Jornada a tiempo parcial;No asalariados;2007T4;235,6
Mujeres;Jornada a tiempo parcial;No asalariados;2007T3;241,0
Mujeres;Jornada a tiempo parcial;No asalariados;2007T2;229,9
Mujeres;Jornada a tiempo parcial;No asalariados;2007T1;261,4
Mujeres;Jornada a tiempo parcial;No asalariados;2006T4;242,3
Mujeres;Jornada a tiempo parcial;No asalariados;2006T3;238,4
Mujeres;Jornada a tiempo parcial;No asalariados;2006T2;262,5
Mujeres;Jornada a tiempo parcial;No asalariados;2006T1;277,1
Mujeres;Jornada a tiempo parcial;No asalariados;2005T4;261,4
Mujeres;Jornada a tiempo parcial;No asalariados;2005T3;276,3
Mujeres;Jornada a tiempo parcial;No asalariados;2005T2;284,2
Mujeres;Jornada a tiempo parcial;No asalariados;2005T1;320,7
Mujeres;Jornada a tiempo parcial;No asalariados;2004T4;153,9
Mujeres;Jornada a tiempo parcial;No asalariados;2004T3;158,4
Mujeres;Jornada a tiempo parcial;No asalariados;2004T2;159,4
Mujeres;Jornada a tiempo parcial;No asalariados;2004T1;160,1
Mujeres;Jornada a tiempo parcial;No asalariados;2003T4;156,5
Mujeres;Jornada a tiempo parcial;No asalariados;2003T3;145,7
Mujeres;Jornada a tiempo parcial;No asalariados;2003T2;148,8
Mujeres;Jornada a tiempo parcial;No asalariados;2003T1;144,8
Mujeres;Jornada a tiempo parcial;No asalariados;2002T4;133,3
Mujeres;Jornada a tiempo parcial;No asalariados;2002T3;143,9
Mujeres;Jornada a tiempo parcial;No asalariados;2002T2;144,8
Mujeres;Jornada a tiempo parcial;No asalariados;2002T1;147,7
Mujeres;Jornada a tiempo parcial;Total asalariados;2025T4;2.057,8
Mujeres;Jornada a tiempo parcial;Total asalariados;2025T3;1.923,9
Mujeres;Jornada a tiempo parcial;Total asalariados;2025T2;2.075,6
Mujeres;Jornada a tiempo parcial;Total asalariados;2025T1;2.092,8
Mujeres;Jornada a tiempo parcial;Total asalariados;2024T4;2.081,9
Mujeres;Jornada a tiempo parcial;Total asalariados;2024T3;1.896,8
Mujeres;Jornada a tiempo parcial;Total asalariados;2024T2;1.978,8
Mujeres;Jornada a tiempo parcial;Total asalariados;2024T1;1.947,0
Mujeres;Jornada a tiempo parcial;Total asalariados;2023T4;1.950,5
Mujeres;Jornada a tiempo parcial;Total asalariados;2023T3;1.792,3
Mujeres;Jornada a tiempo parcial;Total asalariados;2023T2;1.923,9
Mujeres;Jornada a tiempo parcial;Total asalariados;2023T1;1.927,5
Mujeres;Jornada a tiempo parcial;Total asalariados;2022T4;1.892,7
Mujeres;Jornada a tiempo parcial;Total asalariados;2022T3;1.781,8
Mujeres;Jornada a tiempo parcial;Total asalariados;2022T2;1.924,8
Mujeres;Jornada a tiempo parcial;Total asalariados;2022T1;1.949,4
Mujeres;Jornada a tiempo parcial;Total asalariados;2021T4;1.896,5
Mujeres;Jornada a tiempo parcial;Total asalariados;2021T3;1.828,1
Mujeres;Jornada a tiempo parcial;Total asalariados;2021T2;1.915,7
Mujeres;Jornada a tiempo parcial;Total asalariados;2021T1;1.839,9
Mujeres;Jornada a tiempo parcial;Total asalariados;2020T4;1.895,2
Mujeres;Jornada a tiempo parcial;Total asalariados;2020T3;1.757,3
Mujeres;Jornada a tiempo parcial;Total asalariados;2020T2;1.679,3
Mujeres;Jornada a tiempo parcial;Total asalariados;2020T1;1.943,5
Mujeres;Jornada a tiempo parcial;Total asalariados;2019T4;2.015,8
Mujeres;Jornada a tiempo parcial;Total asalariados;2019T3;1.901,0
Mujeres;Jornada a tiempo parcial;Total asalariados;2019T2;2.020,1
Mujeres;Jornada a tiempo parcial;Total asalariados;2019T1;1.999,9
Mujeres;Jornada a tiempo parcial;Total asalariados;2018T4;1.995,9
Mujeres;Jornada a tiempo parcial;Total asalariados;2018T3;1.851,2
Mujeres;Jornada a tiempo parcial;Total asalariados;2018T2;2.002,0
Mujeres;Jornada a tiempo parcial;Total asalariados;2018T1;1.946,1
Mujeres;Jornada a tiempo parcial;Total asalariados;2017T4;1.914,4
Mujeres;Jornada a tiempo parcial;Total asalariados;2017T3;1.846,5
Mujeres;Jornada a tiempo parcial;Total asalariados;2017T2;1.958,2
Mujeres;Jornada a tiempo parcial;Total asalariados;2017T1;1.925,9
Mujeres;Jornada a tiempo parcial;Total asalariados;2016T4;1.895,7
Mujeres;Jornada a tiempo parcial;Total asalariados;2016T3;1.797,4
Mujeres;Jornada a tiempo parcial;Total asalariados;2016T2;1.860,8
Mujeres;Jornada a tiempo parcial;Total asalariados;2016T1;1.854,7
Mujeres;Jornada a tiempo parcial;Total asalariados;2015T4;1.881,5
Mujeres;Jornada a tiempo parcial;Total asalariados;2015T3;1.802,4
Mujeres;Jornada a tiempo parcial;Total asalariados;2015T2;1.854,7
Mujeres;Jornada a tiempo parcial;Total asalariados;2015T1;1.885,4
Mujeres;Jornada a tiempo parcial;Total asalariados;2014T4;1.903,1
Mujeres;Jornada a tiempo parcial;Total asalariados;2014T3;1.749,5
Mujeres;Jornada a tiempo parcial;Total asalariados;2014T2;1.882,1
Mujeres;Jornada a tiempo parcial;Total asalariados;2014T1;1.832,3
Mujeres;Jornada a tiempo parcial;Total asalariados;2013T4;1.827,4
Mujeres;Jornada a tiempo parcial;Total asalariados;2013T3;1.712,9
Mujeres;Jornada a tiempo parcial;Total asalariados;2013T2;1.816,7
Mujeres;Jornada a tiempo parcial;Total asalariados;2013T1;1.827,5
Mujeres;Jornada a tiempo parcial;Total asalariados;2012T4;1.785,7
Mujeres;Jornada a tiempo parcial;Total asalariados;2012T3;1.659,1
Mujeres;Jornada a tiempo parcial;Total asalariados;2012T2;1.770,8
Mujeres;Jornada a tiempo parcial;Total asalariados;2012T1;1.718,4
Mujeres;Jornada a tiempo parcial;Total asalariados;2011T4;1.682,0
Mujeres;Jornada a tiempo parcial;Total asalariados;2011T3;1.631,9
Mujeres;Jornada a tiempo parcial;Total asalariados;2011T2;1.790,4
Mujeres;Jornada a tiempo parcial;Total asalariados;2011T1;1.746,9
Mujeres;Jornada a tiempo parcial;Total asalariados;2010T4;1.714,1
Mujeres;Jornada a tiempo parcial;Total asalariados;2010T3;1.629,6
Mujeres;Jornada a tiempo parcial;Total asalariados;2010T2;1.714,8
Mujeres;Jornada a tiempo parcial;Total asalariados;2010T1;1.704,9
Mujeres;Jornada a tiempo parcial;Total asalariados;2009T4;1.698,3
Mujeres;Jornada a tiempo parcial;Total asalariados;2009T3;1.605,9
Mujeres;Jornada a tiempo parcial;Total asalariados;2009T2;1.691,4
Mujeres;Jornada a tiempo parcial;Total asalariados;2009T1;1.683,1
Mujeres;Jornada a tiempo parcial;Total asalariados;2008T4;1.707,8
Mujeres;Jornada a tiempo parcial;Total asalariados;2008T3;1.574,0
Mujeres;Jornada a tiempo parcial;Total asalariados;2008T2;1.687,5
Mujeres;Jornada a tiempo parcial;Total asalariados;2008T1;1.686,7
Mujeres;Jornada a tiempo parcial;Total asalariados;2007T4;1.664,2
Mujeres;Jornada a tiempo parcial;Total asalariados;2007T3;1.564,8
Mujeres;Jornada a tiempo parcial;Total asalariados;2007T2;1.670,4
Mujeres;Jornada a tiempo parcial;Total asalariados;2007T1;1.680,3
Mujeres;Jornada a tiempo parcial;Total asalariados;2006T4;1.626,1
Mujeres;Jornada a tiempo parcial;Total asalariados;2006T3;1.498,8
Mujeres;Jornada a tiempo parcial;Total asalariados;2006T2;1.599,7
Mujeres;Jornada a tiempo parcial;Total asalariados;2006T1;1.590,5
Mujeres;Jornada a tiempo parcial;Total asalariados;2005T4;1.532,5
Mujeres;Jornada a tiempo parcial;Total asalariados;2005T3;1.450,6
Mujeres;Jornada a tiempo parcial;Total asalariados;2005T2;1.588,7
Mujeres;Jornada a tiempo parcial;Total asalariados;2005T1;1.558,2
Mujeres;Jornada a tiempo parcial;Total asalariados;2004T4;1.118,2
Mujeres;Jornada a tiempo parcial;Total asalariados;2004T3;1.093,5
Mujeres;Jornada a tiempo parcial;Total asalariados;2004T2;1.118,4
Mujeres;Jornada a tiempo parcial;Total asalariados;2004T1;1.072,2
Mujeres;Jornada a tiempo parcial;Total asalariados;2003T4;1.024,7
Mujeres;Jornada a tiempo parcial;Total asalariados;2003T3;953,0
Mujeres;Jornada a tiempo parcial;Total asalariados;2003T2;1.005,0
Mujeres;Jornada a tiempo parcial;Total asalariados;2003T1;966,0
Mujeres;Jornada a tiempo parcial;Total asalariados;2002T4;941,5
Mujeres;Jornada a tiempo parcial;Total asalariados;2002T3;891,3
Mujeres;Jornada a tiempo parcial;Total asalariados;2002T2;924,3
Mujeres;Jornada a tiempo parcial;Total asalariados;2002T1;894,1
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2025T4;1.503,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2025T3;1.424,8
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2025T2;1.512,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2025T1;1.534,9
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2024T4;1.533,5
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2024T3;1.371,3
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2024T2;1.474,0
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2024T1;1.460,4
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2023T4;1.421,5
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2023T3;1.306,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2023T2;1.379,5
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2023T1;1.373,2
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2022T4;1.343,2
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2022T3;1.222,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2022T2;1.264,4
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2022T1;1.188,0
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2021T4;1.133,1
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2021T3;1.078,6
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2021T2;1.121,8
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2021T1;1.157,4
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2020T4;1.189,3
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2020T3;1.142,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2020T2;1.138,8
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2020T1;1.209,6
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2019T4;1.217,3
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2019T3;1.172,6
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2019T2;1.235,9
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2019T1;1.240,1
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2018T4;1.211,1
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2018T3;1.098,9
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2018T2;1.183,5
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2018T1;1.173,4
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2017T4;1.146,1
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2017T3;1.118,3
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2017T2;1.162,0
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2017T1;1.176,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2016T4;1.122,3
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2016T3;1.082,8
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2016T2;1.128,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2016T1;1.137,0
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2015T4;1.147,5
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2015T3;1.124,6
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2015T2;1.168,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2015T1;1.192,3
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2014T4;1.190,8
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2014T3;1.113,9
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2014T2;1.170,5
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2014T1;1.171,9
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2013T4;1.137,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2013T3;1.055,3
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2013T2;1.118,2
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2013T1;1.135,5
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2012T4;1.101,8
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2012T3;989,8
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2012T2;1.051,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2012T1;1.018,0
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2011T4;1.028,9
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2011T3;982,6
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2011T2;1.049,3
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2011T1;1.058,8
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2010T4;1.052,1
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2010T3;1.010,0
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2010T2;1.054,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2010T1;1.052,9
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2009T4;1.036,5
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2009T3;985,8
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2009T2;1.035,1
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2009T1;1.007,6
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2008T4;971,6
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2008T3;886,5
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2008T2;953,1
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2008T1;937,1
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2007T4;914,3
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2007T3;852,3
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2007T2;878,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2007T1;897,3
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2006T4;787,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2006T3;733,8
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2006T2;759,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2006T1;771,5
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2005T4;756,3
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2005T3;735,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2005T2;792,5
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2005T1;768,1
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2004T4;518,0
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2004T3;508,8
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2004T2;496,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2004T1;468,8
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2003T4;460,2
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2003T3;448,8
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2003T2;448,3
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2003T1;440,0
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2002T4;420,8
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2002T3;414,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2002T2;416,2
Mujeres;Jornada a tiempo parcial;Asalariados con contrato indefinido;2002T1;411,4
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2025T4;554,1
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2025T3;499,1
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2025T2;562,9
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2025T1;557,9
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2024T4;548,4
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2024T3;525,5
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2024T2;504,8
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2024T1;486,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2023T4;529,0
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2023T3;485,6
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2023T2;544,5
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2023T1;554,3
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2022T4;549,5
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2022T3;559,1
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2022T2;660,4
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2022T1;761,4
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2021T4;763,4
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2021T3;749,5
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2021T2;794,0
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2021T1;682,5
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2020T4;705,9
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2020T3;614,7
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2020T2;540,5
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2020T1;733,8
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2019T4;798,6
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2019T3;728,4
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2019T2;784,2
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2019T1;759,8
Mujeres;Jornada a tiempo parcial;Asalariados con contrato temporal;2018T4;784,8
